Neon_pressure=0.0053_HR4000 spectrum
Wavelength [nm] // Intensity [u.a.] 
194.93414 792.0
195.2037815346219 769.0
195.47341553816543 738.0
195.74304201014752 752.0
196.012660950085 787.0
196.28227235749478 785.0
196.55187623189366 810.0
196.82147257279857 792.0
197.09106137972637 815.0
197.36064265219392 813.0
197.63021638971804 821.0
197.89978259181567 792.0
198.16934125800364 785.0
198.43889238779886 784.0
198.7084359807181 786.0
198.97797203627835 774.0
199.2475005539964 795.0
199.51702153338914 817.0
199.78653497397343 802.0
200.05604087526618 792.0
200.3255392367842 800.0
200.59503005804436 790.0
200.8645133385636 786.0
201.1339890778587 780.0
201.4034572754466 794.0
201.67291793084408 796.0
201.94237104356813 806.0
202.21181661313554 808.0
202.48125463906314 802.0
202.7506851208679 796.0
203.02010805806663 796.0
203.28952345017618 769.0
203.55893129671344 792.0
203.8283315971953 813.0
204.0977243511386 799.0
204.3671095580602 784.0
204.636487217477 802.0
204.90585732890585 787.0
205.17521989186366 792.0
205.44457490586717 802.0
205.7139223704334 798.0
205.98326228507918 808.0
206.2525946493213 804.0
206.5219194626767 790.0
206.79123672466224 804.0
207.06054643479476 796.0
207.32984859259116 807.0
207.59914319756828 804.0
207.86843024924303 797.0
208.13770974713225 795.0
208.40698169075276 788.0
208.6762460796215 790.0
208.94550291325532 797.0
209.2147521911711 806.0
209.48399391288567 804.0
209.75322807791594 806.0
210.02245468577874 789.0
210.29167373599094 805.0
210.56088522806942 801.0
210.83008916153108 805.0
211.09928553589276 786.0
211.3684743506713 805.0
211.63765560538363 802.0
211.9068292995466 804.0
212.175995432677 784.0
212.44515400429182 792.0
212.71430501390782 798.0
212.98344846104192 798.0
213.25258434521103 805.0
213.52171266593191 808.0
213.79083342272153 812.0
214.05994661509675 804.0
214.3290522425744 826.0
214.5981503046713 816.0
214.8672408009044 815.0
215.13632373079054 808.0
215.4053990938466 800.0
215.6744668895894 798.0
215.94352711753592 803.0
216.21257977720293 806.0
216.48162486810728 799.0
216.7506623897659 798.0
217.01969234169565 796.0
217.2887147234134 788.0
217.55772953443596 799.0
217.82673677428028 802.0
218.0957364424632 789.0
218.36472853850154 798.0
218.6337130619122 801.0
218.9026900122121 788.0
219.17165938891804 793.0
219.4406211915469 804.0
219.70957541961562 798.0
219.97852207264097 805.0
220.24746115013983 785.0
220.5163926516291 803.0
220.78531657662566 797.0
221.05423292464639 811.0
221.32314169520808 799.0
221.59204288782766 797.0
221.860936502022 805.0
222.12982253730797 795.0
222.39870099320237 791.0
222.66757186922214 817.0
222.93643516488416 800.0
223.20529087970525 801.0
223.47413901320226 817.0
223.74297956489212 798.0
224.01181253429166 785.0
224.28063792091777 804.0
224.5494557242873 799.0
224.8182659439171 813.0
225.08706857932413 812.0
225.35586363002508 803.0
225.62465109553705 807.0
225.89343097537673 800.0
226.16220326906105 817.0
226.43096797610687 801.0
226.69972509603105 786.0
226.9684746283505 803.0
227.237216572582 818.0
227.50595092824256 794.0
227.7746776948489 809.0
228.04339687191796 784.0
228.31210845896663 809.0
228.5808124555117 796.0
228.84950886107015 798.0
229.11819767515877 792.0
229.38687889729442 805.0
229.65555252699397 817.0
229.92421856377433 813.0
230.1928770071524 803.0
230.46152785664492 795.0
230.73017111176884 803.0
230.99880677204106 794.0
231.26743483697837 785.0
231.53605530609772 799.0
231.8046681789159 815.0
232.07327345494983 808.0
232.34187113371638 794.0
