Neon_pressure=0.0091_HR4000 spectrum
Wavelength [nm] // Intensity [u.a.] 
194.93414 790.0
195.2037815346219 746.0
195.47341553816543 778.0
195.74304201014752 758.0
196.012660950085 788.0
196.28227235749478 811.0
196.55187623189366 806.0
196.82147257279857 799.0
197.09106137972637 773.0
197.36064265219392 776.0
197.63021638971804 798.0
197.89978259181567 793.0
198.16934125800364 776.0
198.43889238779886 795.0
198.7084359807181 803.0
198.97797203627835 798.0
199.2475005539964 792.0
199.51702153338914 804.0
199.78653497397343 796.0
200.05604087526618 792.0
200.3255392367842 784.0
200.59503005804436 796.0
200.8645133385636 807.0
201.1339890778587 799.0
201.4034572754466 815.0
201.67291793084408 801.0
201.94237104356813 810.0
202.21181661313554 800.0
202.48125463906314 789.0
202.7506851208679 807.0
203.02010805806663 801.0
203.28952345017618 796.0
203.55893129671344 798.0
203.8283315971953 803.0
204.0977243511386 805.0
204.3671095580602 798.0
204.636487217477 790.0
204.90585732890585 800.0
205.17521989186366 798.0
205.44457490586717 808.0
205.7139223704334 808.0
205.98326228507918 797.0
206.2525946493213 805.0
206.5219194626767 811.0
206.79123672466224 810.0
207.06054643479476 791.0
207.32984859259116 793.0
207.59914319756828 800.0
207.86843024924303 789.0
208.13770974713225 794.0
208.40698169075276 774.0
208.6762460796215 805.0
208.94550291325532 801.0
209.2147521911711 802.0
209.48399391288567 784.0
209.75322807791594 802.0
210.02245468577874 797.0
210.29167373599094 798.0
210.56088522806942 789.0
210.83008916153108 795.0
211.09928553589276 794.0
211.3684743506713 798.0
211.63765560538363 790.0
211.9068292995466 799.0
212.175995432677 805.0
212.44515400429182 800.0
212.71430501390782 801.0
212.98344846104192 813.0
213.25258434521103 793.0
213.52171266593191 806.0
213.79083342272153 806.0
214.05994661509675 803.0
214.3290522425744 808.0
214.5981503046713 800.0
214.8672408009044 788.0
215.13632373079054 812.0
215.4053990938466 804.0
215.6744668895894 798.0
215.94352711753592 800.0
216.21257977720293 785.0
216.48162486810728 802.0
216.7506623897659 798.0
217.01969234169565 776.0
217.2887147234134 804.0
217.55772953443596 807.0
217.82673677428028 793.0
218.0957364424632 818.0
218.36472853850154 804.0
218.6337130619122 806.0
218.9026900122121 802.0
219.17165938891804 801.0
219.4406211915469 799.0
219.70957541961562 809.0
219.97852207264097 795.0
220.24746115013983 790.0
220.5163926516291 795.0
220.78531657662566 796.0
221.05423292464639 802.0
221.32314169520808 793.0
221.59204288782766 794.0
221.860936502022 803.0
222.12982253730797 805.0
222.39870099320237 792.0
222.66757186922214 810.0
222.93643516488416 794.0
223.20529087970525 791.0
223.47413901320226 813.0
223.74297956489212 806.0
224.01181253429166 802.0
224.28063792091777 799.0
224.5494557242873 791.0
224.8182659439171 787.0
225.08706857932413 794.0
225.35586363002508 799.0
225.62465109553705 807.0
225.89343097537673 794.0
226.16220326906105 809.0
226.43096797610687 803.0
226.69972509603105 787.0
226.9684746283505 798.0
227.237216572582 806.0
227.50595092824256 797.0
227.7746776948489 797.0
228.04339687191796 798.0
228.31210845896663 821.0
228.5808124555117 811.0
228.84950886107015 807.0
229.11819767515877 804.0
229.38687889729442 810.0
229.65555252699397 806.0
229.92421856377433 784.0
230.1928770071524 803.0
230.46152785664492 790.0
230.73017111176884 792.0
230.99880677204106 796.0
231.26743483697837 801.0
231.53605530609772 805.0
231.8046681789159 809.0
232.07327345494983 789.0
232.34187113371638 791.0
232.61046121473237 809.0
232.87904369751473 796.0
233.14761858158028 798.0
233.41618586644586 811.0
233.68474555162845 826.0
233.95329763664483 799.0
234.2218421210119 796.0
234.49037900424648 800.0
234.7589082858655 793.0
235.02742996538583 800.0
235.29594404232427 796.0
235.56445051619772 797.0
235.8329493865231 809.0
236.10144065281722 805.0
236.36992431459691 796.0
236.63840037137916 796.0
236.9068688226808 799.0
237.1753296680186 805.0
237.44378290690955 812.0
237.7122285388704 796.0
237.9806665634181 793.0
238.24909698006957 805.0
238.51751978834153 792.0
238.78593498775095 809.0
239.0543425778147 811.0
239.32274255804958 802.0
239.59113492797255 804.0
239.8595196871004 805.0
240.12789683495004 805.0
240.3962663710383 802.0
240.66462829488208 804.0
240.93298260599826 801.0
241.2013293039037 812.0
241.46966838811522 800.0
241.73799985814978 793.0
242.00632371352418 812.0
242.27463995375527 816.0
242.54294857835998 813.0
242.81124958685515 822.0
243.07954297875764 806.0
243.34782875358434 804.0
243.61610691085207 816.0
243.88437745007772 803.0
244.15264037077822 814.0
244.42089567247035 815.0
244.68914335467105 809.0
244.95738341689716 788.0
245.2256158586655 787.0
245.493840679493 811.0
245.76205787889654 782.0
246.03026745639292 795.0
246.29846941149904 807.0
246.5666637437318 798.0
246.834850452608 791.0
247.1030295376446 812.0
247.37120099835838 803.0
247.63936483426627 796.0
247.9075210448851 812.0
248.17566962973177 805.0
248.4438105883231 804.0
248.71194392017603 796.0
