FLAMES_15_08_2023_10h45min34s spectrum
Wavelength [nm] // Intensity [u.a.] 
178.987745 15.11515650741351
179.3737657425767 25695.766062602965
179.75975795869377 872.3604612850082
180.14572163093155 747.1205930807249
180.53165674187034 816.2184514003295
180.91756327409047 788.1474464579901
181.30344121017237 852.9266886326194
181.68929053269633 822.6963756177925
182.07511122424268 909.0686985172981
182.46090326739179 891.794233937397
182.846666644724 883.1570016474465
183.23240133881964 839.9708401976935
183.61810733225906 889.6349258649094
184.0037846076226 844.2894563426688
184.38943314749065 928.5024711696869
184.7750529344435 906.9093904448106
185.16064395106147 870.2011532125206
185.546206179925 978.1665568369028
185.93173960361437 982.4851729818781
186.3172442047099 993.2817133443162
186.702719965792 986.8037891268534
187.08816686944093 973.8479406919275
187.47358489823714 1062.3795716639208
187.8589740347609 1042.945799011532
188.24433426159254 1051.5830313014826
188.62966556131252 1150.9112026359144
189.01496791650104 1077.4947281713344
189.40024130973848 1096.9285008237232
189.78548572360523 1096.9285008237232
190.17070114068164 1178.9822075782538
190.55588754354798 1124.9995057660626
190.94104491478467 1073.176112026359
191.326173236972 1090.4505766062603
191.71127249269037 1135.7960461285008
192.09634266452008 1146.592586490939
192.48138373504148 1133.6367380560132
192.86639568683495 1122.840197693575
193.25137850248078 1150.9112026359144
193.63633216455932 1124.9995057660626
194.02125665565094 1207.053212520593
194.406151958336 1166.026359143328
194.7910180551948 1124.9995057660626
195.17585492880772 1163.8670510708403
195.56066256175504 1131.4774299835256
195.9454409366172 1168.1856672158156
196.3301900359745 1114.2029654036244
196.71490984240725 1168.1856672158156
197.09960033849583 1181.1415156507414
197.48426150682062 1118.5215815485997
197.86889332996188 1185.4601317957165
198.25349579049998 1081.8133443163097
198.6380688710153 1153.070510708402
199.0226125540882 1135.7960461285008
199.40712682229895 1168.1856672158156
199.79161165822794 1124.9995057660626
200.17606704445546 1079.654036243822
200.56049296356198 1172.5042833607909
200.94488939812774 1159.548434925865
201.32925633073307 1105.5657331136738
201.71359374395837 1114.2029654036244
202.097901620384 1142.2739703459638
202.48217994259022 1131.4774299835256
202.86642869315745 1131.4774299835256
203.25064785466606 1140.1146622734761
203.63483740969625 1116.362273476112
204.0189973408285 1135.7960461285008
204.4031276306431 1135.7960461285008
204.78722826172037 1142.2739703459638
205.1712992166408 1166.026359143328
205.55534047798452 1124.9995057660626
205.93935202833197 1133.6367380560132
206.32333385026357 1124.9995057660626
206.70728592635956 1168.1856672158156
207.09120823920028 1153.070510708402
207.47510077136616 1109.884349258649
207.8589635054375 1178.9822075782538
208.2427964239946 1092.609884678748
208.62659950961788 1140.1146622734761
209.01037274488763 1146.592586490939
209.39411611238424 1068.8574958813838
209.777829594688 1144.4332784184514
210.16151317437928 1140.1146622734761
210.5451668340384 1118.5215815485997
210.9287905562458 1209.2125205930806
211.31238432358168 1163.8670510708403
211.6959481186265 1114.2029654036244
212.07948192396057 1213.531136738056
212.46298572216418 1101.2471169686985
212.84645949581773 1107.7250411861614
213.22990322750155 1202.7345963756177
213.613316899796 1148.7518945634267
213.9967004952814 1142.2739703459638
214.3800539965381 1166.026359143328
214.76337738614646 1118.5215815485997
215.14667064668683 1148.7518945634267
215.52993376073948 1083.9726523887973
215.91316671088484 1189.7787479406918
216.29636947970323 1103.4064250411861
216.67954204977502 1131.4774299835256
217.06268440368046 1181.1415156507414
217.44579652399997 1181.1415156507414
217.82887839331394 1157.3891268533773
218.2119299942026 1137.9553542009885
218.59495130924634 1150.9112026359144
218.97794232102552 1170.3449752883032
219.3609030121205 1131.4774299835256
219.74383336511158 1189.7787479406918
220.1267333625791 1174.6635914332785
220.50960298710348 1096.9285008237232
220.892442221265 1191.9380560131794
221.275251047644 1101.2471169686985
221.65802944882083 1140.1146622734761
222.04077740737586 1153.070510708402
222.4234949058894 1174.6635914332785
222.80618192694183 1163.8670510708403
223.1888384531135 1163.8670510708403
223.5714644669847 1157.3891268533773
223.9540599511358 1144.4332784184514
224.33662488814716 1144.4332784184514
224.7191592605991 1133.6367380560132
225.10166305107197 1196.2566721581547
225.48413624214618 1144.4332784184514
225.86657881640193 1159.548434925865
226.24899075641972 1103.4064250411861
226.6313720447798 1118.5215815485997
227.0137226640625 1157.3891268533773
227.39604259684822 1185.4601317957165
227.7783318257173 1189.7787479406918
228.16059033325004 1137.9553542009885
228.5428181020268 1137.9553542009885
228.925015114628 1142.2739703459638
229.30718135363387 1157.3891268533773
229.68931680162484 1148.7518945634267
230.0714214411812 1137.9553542009885
230.45349525488328 1200.57528830313
230.83553822531147 1118.5215815485997
231.21755033504613 1142.2739703459638
231.59953156666757 1096.9285008237232
231.98148190275612 1185.4601317957165
232.36340132589217 1148.7518945634267
232.745289818656 1150.9112026359144
233.127147363628 1081.8133443163097
233.5089739433885 1131.4774299835256
233.89076954051785 1166.026359143328
234.2725341375964 1166.026359143328
234.6542677172045 1071.0168039538714
235.03597026192244 1170.3449752883032
235.41764175433065 1157.3891268533773
235.79928217700942 1155.2298187808897
236.18089151253906 1112.0436573311367
236.5624697435 1096.9285008237232
236.94401685247252 1194.097364085667
237.325532822037 1122.840197693575
