125HR4000 spectrum
Wavelength [nm] // Intensity [u.a.] 
194.93414 826.0
195.2037815346219 779.0
195.47341553816543 797.0
195.74304201014752 782.0
196.012660950085 822.0
196.28227235749478 816.0
196.55187623189366 826.0
196.82147257279857 821.0
197.09106137972637 829.0
197.36064265219392 830.0
197.63021638971804 841.0
197.89978259181567 817.0
198.16934125800364 811.0
198.43889238779886 821.0
198.7084359807181 827.0
198.97797203627835 815.0
199.2475005539964 829.0
199.51702153338914 838.0
199.78653497397343 824.0
200.05604087526618 839.0
200.3255392367842 842.0
200.59503005804436 808.0
200.8645133385636 826.0
201.1339890778587 820.0
201.4034572754466 834.0
201.67291793084408 843.0
201.94237104356813 837.0
202.21181661313554 822.0
202.48125463906314 822.0
202.7506851208679 825.0
203.02010805806663 828.0
203.28952345017618 826.0
203.55893129671344 819.0
203.8283315971953 831.0
204.0977243511386 818.0
204.3671095580602 821.0
204.636487217477 834.0
204.90585732890585 837.0
205.17521989186366 809.0
205.44457490586717 832.0
205.7139223704334 832.0
205.98326228507918 823.0
206.2525946493213 835.0
206.5219194626767 830.0
206.79123672466224 814.0
207.06054643479476 825.0
207.32984859259116 825.0
207.59914319756828 846.0
207.86843024924303 827.0
208.13770974713225 837.0
208.40698169075276 820.0
208.6762460796215 836.0
208.94550291325532 811.0
209.2147521911711 817.0
209.48399391288567 827.0
209.75322807791594 817.0
210.02245468577874 825.0
210.29167373599094 824.0
210.56088522806942 825.0
210.83008916153108 824.0
211.09928553589276 830.0
211.3684743506713 824.0
211.63765560538363 835.0
211.9068292995466 839.0
212.175995432677 840.0
212.44515400429182 819.0
212.71430501390782 822.0
212.98344846104192 823.0
213.25258434521103 838.0
213.52171266593191 849.0
213.79083342272153 829.0
214.05994661509675 828.0
214.3290522425744 833.0
214.5981503046713 822.0
214.8672408009044 840.0
215.13632373079054 829.0
215.4053990938466 825.0
215.6744668895894 838.0
215.94352711753592 826.0
216.21257977720293 827.0
216.48162486810728 822.0
216.7506623897659 833.0
217.01969234169565 826.0
217.2887147234134 821.0
217.55772953443596 823.0
217.82673677428028 818.0
218.0957364424632 838.0
218.36472853850154 827.0
218.6337130619122 823.0
218.9026900122121 827.0
219.17165938891804 838.0
219.4406211915469 825.0
219.70957541961562 828.0
219.97852207264097 813.0
220.24746115013983 819.0
220.5163926516291 818.0
220.78531657662566 840.0
221.05423292464639 835.0
221.32314169520808 816.0
221.59204288782766 814.0
221.860936502022 822.0
222.12982253730797 827.0
222.39870099320237 824.0
222.66757186922214 826.0
222.93643516488416 825.0
223.20529087970525 831.0
223.47413901320226 818.0
223.74297956489212 837.0
224.01181253429166 835.0
224.28063792091777 818.0
224.5494557242873 828.0
224.8182659439171 819.0
225.08706857932413 838.0
225.35586363002508 828.0
