HR4000_04_08_2023_15h06min43s spectrum
Wavelength [nm] // Intensity [u.a.] 
194.93414 822.0
195.2037815346219 765.0
195.47341553816543 788.0
195.74304201014752 773.0
196.012660950085 808.0
196.28227235749478 820.0
196.55187623189366 828.0
196.82147257279857 814.0
197.09106137972637 819.0
197.36064265219392 806.0
197.63021638971804 826.0
197.89978259181567 814.0
198.16934125800364 820.0
198.43889238779886 800.0
198.7084359807181 805.0
198.97797203627835 817.0
199.2475005539964 821.0
199.51702153338914 818.0
199.78653497397343 817.0
200.05604087526618 823.0
200.3255392367842 805.0
200.59503005804436 808.0
200.8645133385636 811.0
201.1339890778587 811.0
201.4034572754466 826.0
201.67291793084408 832.0
201.94237104356813 808.0
202.21181661313554 810.0
202.48125463906314 819.0
202.7506851208679 820.0
203.02010805806663 813.0
203.28952345017618 813.0
203.55893129671344 812.0
203.8283315971953 824.0
204.0977243511386 802.0
204.3671095580602 804.0
204.636487217477 813.0
204.90585732890585 818.0
205.17521989186366 812.0
205.44457490586717 824.0
205.7139223704334 806.0
205.98326228507918 806.0
206.2525946493213 813.0
206.5219194626767 805.0
206.79123672466224 802.0
207.06054643479476 814.0
207.32984859259116 808.0
207.59914319756828 820.0
207.86843024924303 809.0
208.13770974713225 815.0
208.40698169075276 805.0
208.6762460796215 821.0
208.94550291325532 810.0
209.2147521911711 810.0
209.48399391288567 790.0
209.75322807791594 821.0
210.02245468577874 809.0
210.29167373599094 811.0
210.56088522806942 818.0
210.83008916153108 809.0
211.09928553589276 817.0
211.3684743506713 826.0
211.63765560538363 805.0
211.9068292995466 802.0
212.175995432677 815.0
212.44515400429182 806.0
212.71430501390782 809.0
212.98344846104192 808.0
213.25258434521103 812.0
213.52171266593191 814.0
213.79083342272153 816.0
214.05994661509675 834.0
214.3290522425744 810.0
214.5981503046713 818.0
214.8672408009044 821.0
215.13632373079054 804.0
215.4053990938466 818.0
215.6744668895894 812.0
215.94352711753592 832.0
216.21257977720293 824.0
216.48162486810728 809.0
216.7506623897659 827.0
217.01969234169565 808.0
217.2887147234134 802.0
217.55772953443596 818.0
217.82673677428028 825.0
218.0957364424632 811.0
218.36472853850154 816.0
218.6337130619122 808.0
218.9026900122121 821.0
219.17165938891804 804.0
219.4406211915469 814.0
219.70957541961562 824.0
219.97852207264097 814.0
220.24746115013983 804.0
220.5163926516291 819.0
220.78531657662566 820.0
221.05423292464639 819.0
221.32314169520808 811.0
221.59204288782766 808.0
221.860936502022 810.0
222.12982253730797 809.0
222.39870099320237 808.0
222.66757186922214 805.0
222.93643516488416 804.0
223.20529087970525 814.0
223.47413901320226 801.0
223.74297956489212 821.0
224.01181253429166 817.0
224.28063792091777 815.0
224.5494557242873 807.0
224.8182659439171 813.0
225.08706857932413 826.0
225.35586363002508 815.0
225.62465109553705 830.0
225.89343097537673 808.0
226.16220326906105 820.0
226.43096797610687 813.0
226.69972509603105 807.0
226.9684746283505 817.0
227.237216572582 812.0
227.50595092824256 799.0
227.7746776948489 821.0
228.04339687191796 803.0
228.31210845896663 809.0
228.5808124555117 810.0
228.84950886107015 818.0
229.11819767515877 803.0
229.38687889729442 821.0
229.65555252699397 826.0
229.92421856377433 814.0
230.1928770071524 817.0
230.46152785664492 817.0
230.73017111176884 819.0
230.99880677204106 816.0
231.26743483697837 826.0
231.53605530609772 812.0
231.8046681789159 810.0
232.07327345494983 821.0
232.34187113371638 833.0
232.61046121473237 817.0
232.87904369751473 804.0
233.14761858158028 818.0
233.41618586644586 806.0
233.68474555162845 815.0
233.95329763664483 817.0
234.2218421210119 824.0
234.49037900424648 833.0
234.7589082858655 807.0
235.02742996538583 807.0
235.29594404232427 821.0
235.56445051619772 834.0
235.8329493865231 813.0
236.10144065281722 821.0
236.36992431459691 812.0
236.63840037137916 818.0
236.9068688226808 809.0
237.1753296680186 813.0
237.44378290690955 832.0
237.7122285388704 808.0
237.9806665634181 810.0
238.24909698006957 811.0
238.51751978834153 810.0
238.78593498775095 816.0
239.0543425778147 839.0
239.32274255804958 818.0
239.59113492797255 812.0
