HR4000_09_08_2023_11h49min56s spectrum
Wavelength [nm] // Intensity [u.a.] 
194.93414 802.0
195.2037815346219 772.0
195.47341553816543 821.0
195.74304201014752 775.0
196.012660950085 796.0
196.28227235749478 804.0
196.55187623189366 819.0
196.82147257279857 804.0
197.09106137972637 814.0
197.36064265219392 800.0
197.63021638971804 796.0
197.89978259181567 816.0
198.16934125800364 815.0
198.43889238779886 803.0
198.7084359807181 800.0
198.97797203627835 804.0
199.2475005539964 799.0
199.51702153338914 804.0
199.78653497397343 809.0
200.05604087526618 804.0
200.3255392367842 806.0
200.59503005804436 787.0
200.8645133385636 796.0
201.1339890778587 786.0
201.4034572754466 799.0
201.67291793084408 810.0
201.94237104356813 807.0
202.21181661313554 804.0
202.48125463906314 793.0
202.7506851208679 795.0
203.02010805806663 802.0
203.28952345017618 807.0
203.55893129671344 798.0
203.8283315971953 805.0
204.0977243511386 810.0
204.3671095580602 803.0
204.636487217477 801.0
204.90585732890585 795.0
205.17521989186366 794.0
205.44457490586717 803.0
205.7139223704334 788.0
205.98326228507918 798.0
206.2525946493213 811.0
206.5219194626767 798.0
206.79123672466224 811.0
207.06054643479476 813.0
207.32984859259116 813.0
207.59914319756828 811.0
207.86843024924303 802.0
208.13770974713225 793.0
208.40698169075276 791.0
208.6762460796215 807.0
208.94550291325532 802.0
209.2147521911711 807.0
209.48399391288567 794.0
209.75322807791594 790.0
210.02245468577874 805.0
210.29167373599094 813.0
210.56088522806942 811.0
210.83008916153108 809.0
211.09928553589276 814.0
211.3684743506713 800.0
211.63765560538363 808.0
211.9068292995466 804.0
212.175995432677 804.0
212.44515400429182 799.0
212.71430501390782 828.0
212.98344846104192 804.0
213.25258434521103 810.0
213.52171266593191 819.0
213.79083342272153 811.0
214.05994661509675 792.0
214.3290522425744 788.0
214.5981503046713 820.0
214.8672408009044 809.0
215.13632373079054 787.0
215.4053990938466 795.0
215.6744668895894 809.0
215.94352711753592 800.0
216.21257977720293 804.0
216.48162486810728 802.0
216.7506623897659 813.0
217.01969234169565 804.0
217.2887147234134 810.0
217.55772953443596 809.0
217.82673677428028 805.0
218.0957364424632 808.0
218.36472853850154 813.0
218.6337130619122 820.0
218.9026900122121 811.0
219.17165938891804 778.0
219.4406211915469 807.0
219.70957541961562 809.0
219.97852207264097 804.0
220.24746115013983 796.0
220.5163926516291 786.0
220.78531657662566 812.0
221.05423292464639 807.0
221.32314169520808 808.0
221.59204288782766 802.0
221.860936502022 791.0
222.12982253730797 811.0
222.39870099320237 799.0
222.66757186922214 805.0
222.93643516488416 805.0
223.20529087970525 793.0
223.47413901320226 802.0
223.74297956489212 812.0
224.01181253429166 826.0
224.28063792091777 805.0
224.5494557242873 807.0
224.8182659439171 792.0
225.08706857932413 792.0
225.35586363002508 791.0
225.62465109553705 807.0
225.89343097537673 797.0
226.16220326906105 822.0
226.43096797610687 803.0
226.69972509603105 797.0
226.9684746283505 817.0
227.237216572582 785.0
227.50595092824256 806.0
227.7746776948489 811.0
228.04339687191796 809.0
228.31210845896663 789.0
228.5808124555117 801.0
228.84950886107015 806.0
229.11819767515877 817.0
229.38687889729442 810.0
229.65555252699397 807.0
229.92421856377433 800.0
230.1928770071524 793.0
230.46152785664492 813.0
230.73017111176884 809.0
230.99880677204106 813.0
231.26743483697837 818.0
231.53605530609772 807.0
231.8046681789159 797.0
232.07327345494983 822.0
232.34187113371638 813.0
232.61046121473237 815.0
232.87904369751473 803.0
233.14761858158028 803.0
233.41618586644586 803.0
233.68474555162845 806.0
233.95329763664483 809.0
234.2218421210119 820.0
234.49037900424648 806.0
234.7589082858655 815.0
235.02742996538583 810.0
235.29594404232427 813.0
235.56445051619772 809.0
235.8329493865231 798.0
236.10144065281722 804.0
236.36992431459691 810.0
236.63840037137916 806.0
236.9068688226808 808.0
237.1753296680186 802.0
237.44378290690955 791.0
237.7122285388704 801.0
237.9806665634181 809.0
238.24909698006957 809.0
238.51751978834153 804.0
238.78593498775095 820.0
239.0543425778147 808.0
239.32274255804958 808.0
239.59113492797255 807.0
239.8595196871004 814.0
240.12789683495004 820.0
240.3962663710383 825.0
240.66462829488208 808.0
240.93298260599826 801.0
241.2013293039037 799.0
241.46966838811522 806.0
241.73799985814978 794.0
242.00632371352418 810.0
242.27463995375527 816.0
242.54294857835998 804.0
242.81124958685515 822.0
243.07954297875764 803.0
243.34782875358434 814.0
243.61610691085207 803.0
243.88437745007772 810.0
244.15264037077822 824.0
244.42089567247035 812.0
244.68914335467105 814.0
244.95738341689716 796.0
245.2256158586655 789.0
245.493840679493 804.0
245.76205787889654 805.0
246.03026745639292 807.0
246.29846941149904 812.0
246.5666637437318 810.0
246.834850452608 820.0
247.1030295376446 805.0
247.37120099835838 798.0
247.63936483426627 795.0
247.9075210448851 823.0
248.17566962973177 808.0
248.4438105883231 822.0
248.71194392017603 802.0
248.98006962480733 788.0
249.248187701734 821.0
249.51629815047275 815.0
249.78440097054056 798.0
250.05249616145431 804.0
250.32058372273076 793.0
250.5886636538869 791.0
250.85673595443953 814.0
251.12480062390551 815.0
251.39285766180177 810.0
251.6609070676451 810.0
251.92894884095242 802.0
252.19698298124058 802.0
252.46500948802645 805.0
252.73302836082692 801.0
253.00103959915882 797.0
253.26904320253902 822.0
253.53703917048443 818.0
253.80502750251188 815.0
254.07300819813827 806.0
254.34098125688044 814.0
254.60894667825525 811.0
254.87690446177962 799.0
255.14485460697037 801.0
255.41279711334434 819.0
255.6807319804185 788.0
255.94865920770962 795.0
256.2165787947346 776.0
256.48449074101035 812.0
256.75239504605366 814.0
257.02029170938147 811.0
257.28818073051065 813.0
257.556062108958 814.0
257.8239358442404 819.0
258.0918019358748 816.0
258.35966038337796 813.0
258.6275111862668 814.0
258.8953543440582 800.0
259.163189856269 812.0
259.4310177224162 811.0
259.6988379420164 812.0
259.9666505145867 812.0
260.23445543964385 824.0
260.50225271670473 816.0
260.77004234528624 789.0
261.03782432490533 827.0
261.3055986550787 816.0
261.5733653353234 811.0
261.8411243651561 802.0
262.1088757440937 825.0
262.37661947165327 809.0
262.6443555473515 791.0
262.9120839707053 820.0
263.1798047412315 807.0
263.44751785844704 825.0
263.7152233218687 808.0
263.98292113101354 795.0
264.2506112853982 806.0
264.51829378453965 816.0
264.7859686279547 786.0
265.05363581516025 800.0
265.32129534567326 806.0
265.5889472190105 803.0
265.8565914346889 809.0
266.1242279922252 803.0
266.39185689113634 790.0
266.65947813093925 799.0
266.9270917111508 816.0
267.19469763128774 811.0
267.46229589086704 818.0
267.72988648940554 828.0
267.9974694264201 794.0
268.2650447014276 803.0
268.53261231394487 797.0
268.80017226348883 798.0
269.0677245495763 808.0
269.3352691717242 785.0
269.60280612944933 807.0
269.8703354222686 818.0
270.13785704969894 798.0
270.40537101125716 811.0
270.67287730646007 799.0
270.9403759348246 800.0
271.2078668958677 797.0
271.47535018910605 816.0
271.7428258140567 799.0
272.01029377023633 806.0
272.2777540571619 821.0
272.5452066743504 809.0
272.81265162131854 826.0
273.08008889758327 820.0
273.34751850266144 806.0
273.6149404360698 809.0
273.8823546973254 809.0
274.1497612859451 797.0
274.4171602014456 810.0
274.6845514433439 813.0
274.95193501115676 801.0
275.2193109044012 799.0
275.486679122594 812.0
275.7540396652521 809.0
276.02139253189216 804.0
276.2887377220313 807.0
276.55607523518626 806.0
276.82340507087395 820.0
277.09072722861123 804.0
277.3580417079149 806.0
277.62534850830195 802.0
277.8926476292892 806.0
278.1599390703934 813.0
278.4272228311316 811.0
278.69449891102056 803.0
278.96176730957717 791.0
279.22902802631836 806.0
279.4962810607609 803.0
279.76352641242164 813.0
280.0307640808177 805.0
280.29799406546556 797.0
280.5652163658824 790.0
280.8324309815849 816.0
281.09963791209003 815.0
281.3668371569146 811.0
281.6340287155756 805.0
281.9012125875897 809.0
282.168388772474 809.0
282.4355572697452 818.0
282.7027180789201 801.0
282.9698711995158 809.0
283.23701663104896 807.0
283.50415437303667 810.0
283.77128442499554 799.0
284.0384067864426 809.0
284.3055214568946 805.0
284.57262843586864 797.0
284.8397277228814 820.0
285.1068193174497 820.0
285.37390321909055 819.0
285.6409794273207 808.0
285.9080479416572 809.0
286.1751087616167 811.0
286.4421618867162 802.0
286.7092073164725 808.0
286.9762450504025 814.0
287.24327508802315 811.0
287.5102974288511 810.0
287.77731207240345 799.0
288.04431901819703 812.0
288.3113182657485 818.0
288.578309814575 811.0
288.84529366419326 791.0
289.1122698141201 804.0
289.37923826387254 828.0
289.6461990129674 818.0
289.91315206092133 813.0
290.18009740725154 819.0
290.44703505147464 799.0
290.7139649931077 788.0
290.98088723166734 810.0
291.24780176667065 794.0
291.5147085976344 803.0
291.78160772407557 799.0
292.04849914551085 808.0
292.3153828614572 801.0
292.58225887143146 814.0
292.8491271749505 818.0
293.1159877715313 805.0
293.3828406606906 804.0
293.6496858419453 807.0
293.9165233148123 799.0
294.1833530788084 804.0
294.4501751334505 813.0
294.71698947825547 798.0
294.9837961127402 813.0
295.2505950364216 817.0
295.5173862488164 804.0
295.78416974944156 813.0
296.050945537814 813.0
296.31771361345045 802.0
296.584473975868 803.0
296.8512266245832 815.0
297.11797155911313 795.0
297.38470877897464 812.0
297.6514382836846 811.0
297.9181600727598 812.0
298.18487414571723 808.0
298.4515805020736 809.0
298.71827914134593 802.0
298.9849700630511 811.0
299.2516532667058 813.0
299.518328751827 818.0
299.78499651793163 806.0
300.0516565645365 802.0
300.3183088911584 820.0
300.58495349731436 802.0
300.8515903825211 811.0
301.1182195462956 805.0
301.3848409881546 802.0
301.65145470761513 798.0
301.91806070419403 801.0
302.184658977408 808.0
302.4512495267741 809.0
302.7178323518091 801.0
302.9844074520298 793.0
303.2509748269532 798.0
303.5175344760962 812.0
303.78408639897555 798.0
304.0506305951082 808.0
304.31716706401096 806.0
304.58369580520065 816.0
304.8502168181943 810.0
305.1167301025086 809.0
305.3832356576606 814.0
305.649733483167 822.0
305.9162235785447 816.0
306.1827059433106 810.0
306.4491805769817 796.0
306.7156474790747 812.0
306.98210664910647 805.0
307.2485580865939 815.0
307.5150017910539 807.0
307.7814377620034 804.0
308.0478659989591 810.0
308.31428650143795 801.0
308.58069926895683 798.0
308.8471043010326 823.0
309.1135015971821 833.0
309.37989115692227 805.0
309.6462729797699 808.0
309.91264706524197 814.0
310.1790134128551 801.0
310.4453720221265 811.0
310.71172289257277 812.0
310.97806602371094 807.0
311.2444014150577 819.0
311.5107290661301 798.0
311.777048976445 804.0
312.04336114551904 795.0
312.30966557286945 815.0
312.5759622580128 816.0
312.8422512004661 820.0
313.1085323997461 817.0
313.3748058553698 817.0
313.641071566854 797.0
313.90732953371554 791.0
314.17357975547145 797.0
314.4398222316384 820.0
314.70605696173334 812.0
314.9722839452731 799.0
315.23850318177466 807.0
315.50471467075477 806.0
315.7709184117303 806.0
316.0371144042182 804.0
316.3033026477353 804.0
316.56948314179846 804.0
316.8356558859246 802.0
317.1018208796305 812.0
317.36797812243304 805.0
317.6341276138491 805.0
317.90026935339563 805.0
318.1664033405894 809.0
318.4325295749473 819.0
318.6986480559862 810.0
318.96475878322303 805.0
319.2308617561746 810.0
319.4969569743577 812.0
319.76304443728935 811.0
320.0291241444864 819.0
320.2951960954656 798.0
320.5612602897438 813.0
320.82731672683815 799.0
321.0933654062652 796.0
321.359406327542 806.0
321.6254394901853 808.0
321.891464893712 799.0
322.157482537639 797.0
322.4234924214832 794.0
322.68949454476143 806.0
322.95548890699064 815.0
323.2214755076875 811.0
323.487454346369 809.0
323.753425422552 797.0
324.01938873575347 800.0
