shot=127_gas=Ar_height=40_RF=249.0W_massflow=1000_coils=50.0A_HR4000 spectrum
Wavelength [nm] // Intensity [u.a.] 
194.93414 790.0
195.2037815346219 789.0
195.47341553816543 835.0
195.74304201014752 813.0
196.012660950085 810.0
196.28227235749478 809.0
196.55187623189366 804.0
196.82147257279857 803.0
197.09106137972637 803.0
197.36064265219392 822.0
197.63021638971804 804.0
197.89978259181567 802.0
198.16934125800364 802.0
198.43889238779886 802.0
198.7084359807181 810.0
198.97797203627835 811.0
199.2475005539964 818.0
199.51702153338914 807.0
199.78653497397343 817.0
200.05604087526618 809.0
200.3255392367842 808.0
200.59503005804436 817.0
200.8645133385636 808.0
201.1339890778587 807.0
201.4034572754466 813.0
201.67291793084408 820.0
201.94237104356813 815.0
202.21181661313554 794.0
202.48125463906314 806.0
202.7506851208679 804.0
203.02010805806663 799.0
203.28952345017618 807.0
203.55893129671344 808.0
203.8283315971953 808.0
204.0977243511386 805.0
204.3671095580602 795.0
204.636487217477 811.0
204.90585732890585 821.0
205.17521989186366 818.0
205.44457490586717 820.0
205.7139223704334 832.0
205.98326228507918 811.0
206.2525946493213 810.0
206.5219194626767 814.0
206.79123672466224 823.0
207.06054643479476 797.0
207.32984859259116 812.0
207.59914319756828 817.0
207.86843024924303 808.0
208.13770974713225 822.0
208.40698169075276 798.0
208.6762460796215 795.0
208.94550291325532 806.0
209.2147521911711 808.0
209.48399391288567 803.0
209.75322807791594 796.0
210.02245468577874 808.0
210.29167373599094 818.0
210.56088522806942 809.0
210.83008916153108 808.0
211.09928553589276 819.0
211.3684743506713 814.0
211.63765560538363 809.0
211.9068292995466 822.0
212.175995432677 812.0
212.44515400429182 795.0
212.71430501390782 810.0
212.98344846104192 804.0
213.25258434521103 825.0
213.52171266593191 823.0
213.79083342272153 820.0
214.05994661509675 821.0
214.3290522425744 808.0
214.5981503046713 798.0
214.8672408009044 805.0
215.13632373079054 827.0
215.4053990938466 805.0
215.6744668895894 818.0
215.94352711753592 813.0
216.21257977720293 810.0
216.48162486810728 806.0
216.7506623897659 822.0
217.01969234169565 800.0
217.2887147234134 804.0
217.55772953443596 806.0
217.82673677428028 821.0
218.0957364424632 809.0
218.36472853850154 815.0
218.6337130619122 813.0
218.9026900122121 807.0
219.17165938891804 814.0
219.4406211915469 803.0
219.70957541961562 806.0
219.97852207264097 810.0
220.24746115013983 819.0
220.5163926516291 816.0
220.78531657662566 815.0
221.05423292464639 805.0
221.32314169520808 796.0
221.59204288782766 810.0
221.860936502022 810.0
222.12982253730797 800.0
222.39870099320237 814.0
222.66757186922214 810.0
222.93643516488416 798.0
223.20529087970525 816.0
223.47413901320226 822.0
223.74297956489212 812.0
224.01181253429166 818.0
224.28063792091777 803.0
224.5494557242873 801.0
224.8182659439171 792.0
225.08706857932413 805.0
225.35586363002508 812.0
225.62465109553705 794.0
225.89343097537673 804.0
226.16220326906105 809.0
226.43096797610687 810.0
226.69972509603105 807.0
226.9684746283505 819.0
227.237216572582 804.0
227.50595092824256 801.0
227.7746776948489 806.0
228.04339687191796 816.0
228.31210845896663 809.0
228.5808124555117 799.0
228.84950886107015 818.0
229.11819767515877 818.0
229.38687889729442 815.0
229.65555252699397 811.0
229.92421856377433 816.0
230.1928770071524 821.0
230.46152785664492 813.0
230.73017111176884 800.0
230.99880677204106 799.0
231.26743483697837 804.0
231.53605530609772 805.0
231.8046681789159 806.0
232.07327345494983 813.0
232.34187113371638 818.0
232.61046121473237 813.0
232.87904369751473 810.0
233.14761858158028 806.0
233.41618586644586 815.0
233.68474555162845 811.0
233.95329763664483 810.0
234.2218421210119 810.0
234.49037900424648 810.0
234.7589082858655 802.0
235.02742996538583 799.0
235.29594404232427 823.0
235.56445051619772 811.0
235.8329493865231 806.0
236.10144065281722 810.0
236.36992431459691 812.0
236.63840037137916 799.0
236.9068688226808 807.0
237.1753296680186 788.0
237.44378290690955 810.0
237.7122285388704 813.0
237.9806665634181 802.0
238.24909698006957 798.0
238.51751978834153 824.0
238.78593498775095 818.0
239.0543425778147 806.0
239.32274255804958 805.0
239.59113492797255 809.0
239.8595196871004 814.0
240.12789683495004 819.0
240.3962663710383 810.0
240.66462829488208 809.0
240.93298260599826 812.0
241.2013293039037 819.0
241.46966838811522 819.0
241.73799985814978 804.0
242.00632371352418 817.0
242.27463995375527 810.0
242.54294857835998 817.0
242.81124958685515 808.0
243.07954297875764 814.0
243.34782875358434 809.0
243.61610691085207 807.0
243.88437745007772 820.0
244.15264037077822 812.0
244.42089567247035 816.0
244.68914335467105 818.0
244.95738341689716 810.0
245.2256158586655 813.0
245.493840679493 808.0
245.76205787889654 804.0
246.03026745639292 825.0
246.29846941149904 805.0
246.5666637437318 817.0
246.834850452608 810.0
247.1030295376446 812.0
247.37120099835838 828.0
247.63936483426627 811.0
247.9075210448851 800.0
