shot=143_gas=Ar_height=70_RF=175.8W_massflow=1000_coils=80.1A_HR4000 spectrum
Wavelength [nm] // Intensity [u.a.] 
194.93414 798.0
195.2037815346219 789.0
195.47341553816543 820.0
195.74304201014752 807.0
196.012660950085 799.0
196.28227235749478 816.0
196.55187623189366 812.0
196.82147257279857 809.0
197.09106137972637 800.0
197.36064265219392 804.0
197.63021638971804 804.0
197.89978259181567 810.0
198.16934125800364 823.0
198.43889238779886 810.0
198.7084359807181 816.0
198.97797203627835 811.0
199.2475005539964 814.0
199.51702153338914 810.0
199.78653497397343 821.0
200.05604087526618 810.0
200.3255392367842 808.0
200.59503005804436 813.0
200.8645133385636 816.0
201.1339890778587 810.0
201.4034572754466 811.0
201.67291793084408 802.0
201.94237104356813 805.0
202.21181661313554 820.0
202.48125463906314 826.0
202.7506851208679 839.0
203.02010805806663 819.0
203.28952345017618 808.0
203.55893129671344 793.0
203.8283315971953 806.0
204.0977243511386 797.0
204.3671095580602 816.0
204.636487217477 822.0
204.90585732890585 821.0
205.17521989186366 812.0
205.44457490586717 819.0
205.7139223704334 797.0
205.98326228507918 822.0
206.2525946493213 814.0
206.5219194626767 814.0
206.79123672466224 820.0
207.06054643479476 809.0
207.32984859259116 815.0
207.59914319756828 818.0
207.86843024924303 824.0
208.13770974713225 816.0
208.40698169075276 810.0
208.6762460796215 814.0
208.94550291325532 810.0
209.2147521911711 817.0
209.48399391288567 822.0
209.75322807791594 807.0
210.02245468577874 823.0
210.29167373599094 817.0
210.56088522806942 822.0
210.83008916153108 822.0
211.09928553589276 825.0
211.3684743506713 822.0
211.63765560538363 811.0
211.9068292995466 824.0
212.175995432677 822.0
212.44515400429182 805.0
212.71430501390782 805.0
212.98344846104192 805.0
213.25258434521103 809.0
213.52171266593191 804.0
213.79083342272153 817.0
214.05994661509675 821.0
214.3290522425744 818.0
214.5981503046713 815.0
214.8672408009044 814.0
215.13632373079054 826.0
215.4053990938466 826.0
215.6744668895894 831.0
215.94352711753592 815.0
216.21257977720293 814.0
216.48162486810728 798.0
216.7506623897659 815.0
217.01969234169565 824.0
217.2887147234134 827.0
217.55772953443596 813.0
217.82673677428028 820.0
218.0957364424632 820.0
218.36472853850154 800.0
218.6337130619122 804.0
218.9026900122121 808.0
219.17165938891804 818.0
219.4406211915469 812.0
219.70957541961562 814.0
219.97852207264097 816.0
220.24746115013983 814.0
220.5163926516291 815.0
220.78531657662566 811.0
221.05423292464639 812.0
221.32314169520808 808.0
221.59204288782766 804.0
221.860936502022 812.0
222.12982253730797 813.0
222.39870099320237 814.0
222.66757186922214 788.0
222.93643516488416 813.0
223.20529087970525 799.0
223.47413901320226 809.0
223.74297956489212 797.0
224.01181253429166 817.0
224.28063792091777 801.0
224.5494557242873 819.0
224.8182659439171 821.0
225.08706857932413 826.0
225.35586363002508 811.0
225.62465109553705 816.0
225.89343097537673 812.0
226.16220326906105 808.0
226.43096797610687 813.0
226.69972509603105 810.0
226.9684746283505 804.0
227.237216572582 810.0
227.50595092824256 821.0
227.7746776948489 810.0
228.04339687191796 807.0
228.31210845896663 818.0
228.5808124555117 816.0
228.84950886107015 820.0
229.11819767515877 817.0
229.38687889729442 802.0
229.65555252699397 805.0
229.92421856377433 829.0
230.1928770071524 808.0
230.46152785664492 814.0
230.73017111176884 817.0
230.99880677204106 803.0
231.26743483697837 820.0
231.53605530609772 810.0
231.8046681789159 808.0
232.07327345494983 806.0
232.34187113371638 810.0
232.61046121473237 807.0
232.87904369751473 796.0
233.14761858158028 807.0
233.41618586644586 816.0
233.68474555162845 818.0
233.95329763664483 809.0
234.2218421210119 818.0
234.49037900424648 812.0
234.7589082858655 813.0
235.02742996538583 803.0
235.29594404232427 810.0
235.56445051619772 804.0
235.8329493865231 804.0
236.10144065281722 812.0
236.36992431459691 811.0
236.63840037137916 809.0
236.9068688226808 820.0
237.1753296680186 820.0
237.44378290690955 812.0
237.7122285388704 798.0
237.9806665634181 817.0
238.24909698006957 811.0
238.51751978834153 819.0
238.78593498775095 818.0
239.0543425778147 825.0
239.32274255804958 823.0
239.59113492797255 823.0
239.8595196871004 821.0
240.12789683495004 835.0
240.3962663710383 813.0
240.66462829488208 810.0
240.93298260599826 800.0
241.2013293039037 809.0
241.46966838811522 816.0
241.73799985814978 810.0
242.00632371352418 813.0
242.27463995375527 801.0
242.54294857835998 818.0
242.81124958685515 815.0
243.07954297875764 821.0
243.34782875358434 809.0
243.61610691085207 797.0
243.88437745007772 805.0
244.15264037077822 804.0
244.42089567247035 816.0
244.68914335467105 803.0
244.95738341689716 817.0
245.2256158586655 800.0
245.493840679493 816.0
245.76205787889654 817.0
246.03026745639292 808.0
246.29846941149904 820.0
246.5666637437318 825.0
246.834850452608 819.0
247.1030295376446 799.0
247.37120099835838 824.0
247.63936483426627 811.0
247.9075210448851 813.0
248.17566962973177 821.0
248.4438105883231 812.0
248.71194392017603 813.0
248.98006962480733 799.0
249.248187701734 799.0
249.51629815047275 787.0
249.78440097054056 822.0
250.05249616145431 822.0
250.32058372273076 807.0
250.5886636538869 824.0
250.85673595443953 809.0
251.12480062390551 824.0
251.39285766180177 804.0
251.6609070676451 817.0
251.92894884095242 823.0
252.19698298124058 807.0
252.46500948802645 808.0
252.73302836082692 807.0
253.00103959915882 805.0
253.26904320253902 809.0
253.53703917048443 806.0
253.80502750251188 811.0
254.07300819813827 816.0
254.34098125688044 820.0
254.60894667825525 813.0
254.87690446177962 816.0
255.14485460697037 806.0
255.41279711334434 808.0
255.6807319804185 811.0
255.94865920770962 810.0
256.2165787947346 812.0
256.48449074101035 808.0
256.75239504605366 797.0
257.02029170938147 798.0
257.28818073051065 809.0
257.556062108958 817.0
257.8239358442404 801.0
258.0918019358748 819.0
258.35966038337796 811.0
258.6275111862668 812.0
258.8953543440582 806.0
259.163189856269 818.0
259.4310177224162 832.0
259.6988379420164 794.0
259.9666505145867 800.0
260.23445543964385 809.0
260.50225271670473 814.0
260.77004234528624 803.0
261.03782432490533 814.0
261.3055986550787 817.0
261.5733653353234 809.0
261.8411243651561 814.0
262.1088757440937 793.0
262.37661947165327 810.0
262.6443555473515 810.0
262.9120839707053 816.0
263.1798047412315 797.0
263.44751785844704 803.0
263.7152233218687 800.0
263.98292113101354 822.0
264.2506112853982 811.0
264.51829378453965 802.0
264.7859686279547 818.0
265.05363581516025 812.0
265.32129534567326 798.0
265.5889472190105 804.0
265.8565914346889 812.0
266.1242279922252 822.0
266.39185689113634 795.0
266.65947813093925 817.0
266.9270917111508 812.0
267.19469763128774 800.0
267.46229589086704 816.0
267.72988648940554 810.0
267.9974694264201 812.0
268.2650447014276 817.0
268.53261231394487 801.0
268.80017226348883 814.0
269.0677245495763 818.0
269.3352691717242 815.0
269.60280612944933 800.0
269.8703354222686 825.0
270.13785704969894 822.0
270.40537101125716 806.0
270.67287730646007 804.0
270.9403759348246 822.0
271.2078668958677 805.0
271.47535018910605 809.0
271.7428258140567 814.0
272.01029377023633 812.0
272.2777540571619 811.0
272.5452066743504 809.0
272.81265162131854 805.0
273.08008889758327 812.0
273.34751850266144 814.0
273.6149404360698 820.0
273.8823546973254 812.0
274.1497612859451 805.0
274.4171602014456 810.0
274.6845514433439 815.0
274.95193501115676 814.0
275.2193109044012 818.0
275.486679122594 815.0
275.7540396652521 822.0
276.02139253189216 810.0
276.2887377220313 815.0
276.55607523518626 820.0
276.82340507087395 812.0
277.09072722861123 805.0
277.3580417079149 799.0
277.62534850830195 817.0
277.8926476292892 816.0
278.1599390703934 816.0
278.4272228311316 824.0
278.69449891102056 825.0
278.96176730957717 801.0
279.22902802631836 796.0
279.4962810607609 820.0
279.76352641242164 804.0
280.0307640808177 812.0
280.29799406546556 827.0
280.5652163658824 817.0
280.8324309815849 809.0
281.09963791209003 809.0
281.3668371569146 803.0
281.6340287155756 821.0
281.9012125875897 821.0
282.168388772474 817.0
282.4355572697452 818.0
282.7027180789201 810.0
282.9698711995158 805.0
283.23701663104896 810.0
283.50415437303667 808.0
283.77128442499554 829.0
284.0384067864426 822.0
284.3055214568946 807.0
284.57262843586864 812.0
284.8397277228814 804.0
285.1068193174497 828.0
285.37390321909055 831.0
285.6409794273207 822.0
285.9080479416572 821.0
286.1751087616167 818.0
286.4421618867162 816.0
286.7092073164725 817.0
286.9762450504025 821.0
287.24327508802315 809.0
287.5102974288511 813.0
287.77731207240345 799.0
288.04431901819703 811.0
288.3113182657485 814.0
288.578309814575 825.0
288.84529366419326 825.0
289.1122698141201 812.0
289.37923826387254 813.0
289.6461990129674 811.0
289.91315206092133 814.0
290.18009740725154 805.0
290.44703505147464 812.0
290.7139649931077 814.0
290.98088723166734 786.0
291.24780176667065 811.0
291.5147085976344 806.0
291.78160772407557 813.0
292.04849914551085 810.0
292.3153828614572 811.0
292.58225887143146 825.0
292.8491271749505 810.0
293.1159877715313 812.0
293.3828406606906 843.0
293.6496858419453 822.0
293.9165233148123 810.0
294.1833530788084 814.0
294.4501751334505 816.0
294.71698947825547 806.0
294.9837961127402 810.0
295.2505950364216 814.0
295.5173862488164 834.0
295.78416974944156 824.0
296.050945537814 817.0
296.31771361345045 818.0
296.584473975868 809.0
296.8512266245832 824.0
297.11797155911313 811.0
297.38470877897464 808.0
297.6514382836846 813.0
297.9181600727598 813.0
298.18487414571723 827.0
298.4515805020736 822.0
298.71827914134593 822.0
298.9849700630511 805.0
299.2516532667058 809.0
299.518328751827 810.0
299.78499651793163 824.0
300.0516565645365 820.0
300.3183088911584 793.0
300.58495349731436 793.0
300.8515903825211 811.0
301.1182195462956 807.0
301.3848409881546 813.0
301.65145470761513 825.0
301.91806070419403 815.0
302.184658977408 803.0
302.4512495267741 802.0
302.7178323518091 817.0
302.9844074520298 806.0
303.2509748269532 802.0
303.5175344760962 812.0
303.78408639897555 818.0
304.0506305951082 808.0
304.31716706401096 813.0
304.58369580520065 808.0
304.8502168181943 804.0
305.1167301025086 813.0
305.3832356576606 820.0
305.649733483167 808.0
305.9162235785447 819.0
306.1827059433106 821.0
306.4491805769817 805.0
306.7156474790747 821.0
306.98210664910647 810.0
307.2485580865939 806.0
307.5150017910539 823.0
307.7814377620034 814.0
308.0478659989591 815.0
308.31428650143795 802.0
308.58069926895683 818.0
308.8471043010326 809.0
309.1135015971821 814.0
309.37989115692227 807.0
309.6462729797699 806.0
309.91264706524197 813.0
310.1790134128551 813.0
310.4453720221265 802.0
310.71172289257277 814.0
310.97806602371094 824.0
311.2444014150577 807.0
311.5107290661301 811.0
311.777048976445 802.0
312.04336114551904 811.0
312.30966557286945 816.0
312.5759622580128 830.0
312.8422512004661 828.0
313.1085323997461 816.0
313.3748058553698 829.0
313.641071566854 820.0
313.90732953371554 804.0
314.17357975547145 807.0
314.4398222316384 830.0
314.70605696173334 807.0
314.9722839452731 818.0
315.23850318177466 821.0
315.50471467075477 814.0
315.7709184117303 828.0
316.0371144042182 815.0
316.3033026477353 804.0
316.56948314179846 808.0
316.8356558859246 809.0
317.1018208796305 809.0
317.36797812243304 828.0
317.6341276138491 811.0
317.90026935339563 820.0
318.1664033405894 805.0
318.4325295749473 789.0
318.6986480559862 816.0
318.96475878322303 828.0
319.2308617561746 819.0
319.4969569743577 816.0
319.76304443728935 807.0
320.0291241444864 824.0
320.2951960954656 828.0
320.5612602897438 814.0
320.82731672683815 797.0
321.0933654062652 809.0
321.359406327542 817.0
321.6254394901853 820.0
321.891464893712 817.0
322.157482537639 817.0
322.4234924214832 817.0
322.68949454476143 809.0
322.95548890699064 826.0
323.2214755076875 816.0
323.487454346369 821.0
323.753425422552 827.0
324.01938873575347 827.0
324.2853442854901 825.0
324.55129207127885 812.0
324.8172320926366 824.0
325.08316434908016 812.0
325.34908884012646 820.0
325.61500556529234 812.0
325.8809145240947 818.0
326.14681571605024 808.0
326.4127091406761 809.0
326.6785947974889 823.0
326.9444726860058 815.0
327.2103428057433 804.0
327.47620515621855 813.0
327.74205973694836 816.0
328.00790654744947 816.0
328.2737455872389 827.0
328.5395768558335 806.0
328.80540035275004 810.0
329.0712160775054 818.0
329.33702402961654 822.0
329.6028242086002 815.0
329.86861661397353 816.0
330.13440124525306 815.0
330.4001781019559 822.0
330.66594718359863 823.0
330.9317084896984 827.0
331.19746201977205 806.0
331.46320777333636 807.0
331.7289457499082 804.0
331.9946759490044 820.0
332.2603983701419 804.0
332.5261130128375 823.0
332.79181987660826 810.0
333.05751896097087 814.0
333.3232102654422 816.0
333.58889378953916 836.0
333.85456953277856 823.0
334.1202374946774 804.0
334.38589767475247 808.0
334.6515500725206 814.0
334.9171946874987 805.0
335.18283151920355 824.0
335.4484605671522 826.0
335.7140818308614 825.0
335.97969530984807 808.0
336.245301003629 820.0
336.51089891172114 820.0
336.77648903364127 805.0
337.04207136890636 820.0
337.30764591703326 803.0
337.5732126775387 816.0
337.83877164993976 808.0
338.10432283375314 820.0
338.36986622849577 802.0
338.63540183368457 805.0
338.9009296488363 819.0
339.16644967346787 808.0
339.4319619070962 817.0
339.6974663492381 822.0
339.9629629994105 808.0
340.22845185713027 814.0
340.4939329219141 823.0
340.75940619327906 810.0
341.02487167074196 813.0
341.2903293538197 812.0
341.555779242029 808.0
341.821221334887 821.0
342.0866556319103 813.0
342.3520821326158 813.0
342.6175008365205 800.0
342.8829117431413 785.0
343.1483148519949 811.0
343.41371016259825 798.0
343.6790976744682 813.0
343.9444773871216 820.0
344.20984930007546 816.0
344.4752134128465 820.0
344.74056972495157 817.0
345.0059182359076 817.0
345.27125894523147 809.0
345.53659185244 819.0
345.80191695705014 814.0
346.0672342585787 810.0
346.3325437565426 809.0
346.5978454504585 811.0
346.8631393398436 815.0
347.1284254242145 818.0
347.3937037030882 801.0
347.6589741759816 810.0
347.92423684241146 816.0
348.1894917018946 812.0
348.4547387539481 809.0
348.71997799808867 833.0
348.9852094338332 803.0
349.2504330606986 812.0
349.51564887820166 815.0
349.7808568858593 811.0
350.0460570831885 821.0
350.31124946970584 825.0
350.57643404492853 814.0
350.84161080837316 815.0
351.1067797595568 807.0
351.3719408979961 813.0
351.63709422320824 816.0
351.90223973470984 812.0
352.16737743201776 810.0
352.43250731464894 816.0
352.69762938212034 824.0
352.9627436339487 812.0
353.2278500696509 819.0
353.49294868874387 816.0
353.7580394907444 806.0
354.02312247516943 819.0
354.28819764153576 810.0
354.55326498936034 818.0
354.81832451816 795.0
355.08337622745165 793.0
355.348420116752 806.0
355.613456185578 812.0
355.8784844334467 820.0
356.1435048598747 812.0
356.4085174643791 807.0
356.6735222464765 806.0
356.938519205684 836.0
357.2035083415184 816.0
357.46848965349653 807.0
357.73346314113536 805.0
357.9984288039516 799.0
358.2633866414622 804.0
358.528336653184 812.0
358.793278838634 825.0
359.05821319732894 828.0
359.3231397287857 801.0
359.5880584325211 811.0
359.8529693080521 823.0
360.1178723548955 810.0
360.3827675725683 815.0
360.64765496058726 815.0
360.9125345184692 822.0
361.1774062457311 813.0
361.44227014188965 806.0
361.707126206462 813.0
361.9719744389649 813.0
362.2368148389151 827.0
362.5016474058295 816.0
362.766472139225 800.0
363.0312890386186 800.0
363.296098103527 813.0
363.5608993334672 819.0
363.82569272795587 820.0
364.09047828651006 817.0
364.35525600864656 825.0
364.6200258938823 827.0
364.8847879417341 812.0
365.1495421517188 806.0
365.41428852335326 819.0
365.67902705615444 821.0
365.9437577496392 810.0
366.2084806033243 821.0
366.4731956167267 814.0
366.7379027893632 810.0
367.0026021207507 810.0
367.2672936104061 812.0
367.5319772578463 818.0
367.79665306258806 813.0
368.06132102414836 821.0
368.32598114204393 805.0
368.59063341579173 809.0
