shot=10_position=3_gas=Ne_height=80_RF=249.2W_massflow=8000_coils=100.0A_HR4000 spectrum
Wavelength [nm] // Intensity [u.a.] 
194.93414 798.0
195.2037815346219 764.0
195.47341553816543 792.0
195.74304201014752 794.0
196.012660950085 798.0
196.28227235749478 804.0
196.55187623189366 803.0
196.82147257279857 801.0
197.09106137972637 794.0
197.36064265219392 788.0
197.63021638971804 784.0
197.89978259181567 803.0
198.16934125800364 803.0
198.43889238779886 794.0
198.7084359807181 804.0
198.97797203627835 794.0
199.2475005539964 795.0
199.51702153338914 792.0
199.78653497397343 790.0
200.05604087526618 805.0
200.3255392367842 793.0
200.59503005804436 797.0
200.8645133385636 799.0
201.1339890778587 808.0
201.4034572754466 800.0
201.67291793084408 795.0
201.94237104356813 799.0
202.21181661313554 808.0
202.48125463906314 795.0
202.7506851208679 787.0
203.02010805806663 790.0
203.28952345017618 800.0
203.55893129671344 791.0
203.8283315971953 808.0
204.0977243511386 806.0
204.3671095580602 807.0
204.636487217477 792.0
204.90585732890585 790.0
205.17521989186366 798.0
205.44457490586717 795.0
205.7139223704334 800.0
205.98326228507918 794.0
206.2525946493213 813.0
206.5219194626767 798.0
206.79123672466224 795.0
207.06054643479476 800.0
207.32984859259116 810.0
207.59914319756828 794.0
207.86843024924303 816.0
208.13770974713225 801.0
208.40698169075276 811.0
208.6762460796215 815.0
208.94550291325532 788.0
209.2147521911711 806.0
209.48399391288567 810.0
209.75322807791594 794.0
210.02245468577874 809.0
210.29167373599094 806.0
210.56088522806942 805.0
210.83008916153108 792.0
211.09928553589276 795.0
211.3684743506713 808.0
211.63765560538363 806.0
211.9068292995466 817.0
212.175995432677 799.0
212.44515400429182 823.0
212.71430501390782 799.0
212.98344846104192 796.0
213.25258434521103 812.0
213.52171266593191 814.0
213.79083342272153 826.0
214.05994661509675 788.0
214.3290522425744 815.0
214.5981503046713 815.0
214.8672408009044 807.0
215.13632373079054 806.0
215.4053990938466 808.0
215.6744668895894 806.0
215.94352711753592 818.0
216.21257977720293 795.0
216.48162486810728 806.0
216.7506623897659 790.0
217.01969234169565 804.0
217.2887147234134 798.0
217.55772953443596 793.0
217.82673677428028 797.0
218.0957364424632 809.0
218.36472853850154 816.0
218.6337130619122 794.0
218.9026900122121 796.0
219.17165938891804 802.0
219.4406211915469 796.0
219.70957541961562 807.0
219.97852207264097 789.0
220.24746115013983 802.0
220.5163926516291 790.0
220.78531657662566 811.0
221.05423292464639 807.0
221.32314169520808 801.0
221.59204288782766 807.0
221.860936502022 818.0
222.12982253730797 812.0
222.39870099320237 803.0
222.66757186922214 803.0
222.93643516488416 804.0
223.20529087970525 809.0
223.47413901320226 809.0
223.74297956489212 806.0
224.01181253429166 806.0
224.28063792091777 806.0
224.5494557242873 820.0
224.8182659439171 800.0
225.08706857932413 801.0
225.35586363002508 805.0
225.62465109553705 810.0
225.89343097537673 812.0
226.16220326906105 798.0
226.43096797610687 787.0
226.69972509603105 806.0
226.9684746283505 806.0
227.237216572582 801.0
227.50595092824256 811.0
227.7746776948489 810.0
228.04339687191796 817.0
228.31210845896663 800.0
228.5808124555117 779.0
228.84950886107015 801.0
229.11819767515877 788.0
229.38687889729442 799.0
229.65555252699397 797.0
229.92421856377433 794.0
230.1928770071524 810.0
230.46152785664492 807.0
230.73017111176884 808.0
230.99880677204106 786.0
231.26743483697837 804.0
231.53605530609772 800.0
231.8046681789159 805.0
232.07327345494983 789.0
232.34187113371638 806.0
232.61046121473237 807.0
232.87904369751473 799.0
233.14761858158028 797.0
233.41618586644586 791.0
233.68474555162845 810.0
233.95329763664483 810.0
234.2218421210119 804.0
234.49037900424648 808.0
234.7589082858655 797.0
235.02742996538583 825.0
235.29594404232427 803.0
235.56445051619772 809.0
235.8329493865231 805.0
236.10144065281722 805.0
236.36992431459691 790.0
236.63840037137916 796.0
236.9068688226808 814.0
237.1753296680186 791.0
237.44378290690955 817.0
237.7122285388704 809.0
237.9806665634181 805.0
238.24909698006957 801.0
238.51751978834153 803.0
238.78593498775095 802.0
239.0543425778147 790.0
239.32274255804958 798.0
239.59113492797255 807.0
239.8595196871004 793.0
240.12789683495004 798.0
240.3962663710383 799.0
240.66462829488208 795.0
240.93298260599826 801.0
241.2013293039037 806.0
241.46966838811522 808.0
241.73799985814978 807.0
242.00632371352418 799.0
242.27463995375527 802.0
242.54294857835998 809.0
242.81124958685515 804.0
243.07954297875764 797.0
243.34782875358434 797.0
243.61610691085207 783.0
243.88437745007772 785.0
244.15264037077822 799.0
244.42089567247035 799.0
244.68914335467105 802.0
244.95738341689716 790.0
245.2256158586655 799.0
245.493840679493 822.0
245.76205787889654 809.0
246.03026745639292 802.0
246.29846941149904 796.0
246.5666637437318 800.0
246.834850452608 800.0
247.1030295376446 807.0
247.37120099835838 791.0
247.63936483426627 780.0
247.9075210448851 795.0
248.17566962973177 815.0
248.4438105883231 804.0
248.71194392017603 789.0
248.98006962480733 787.0
249.248187701734 793.0
249.51629815047275 809.0
249.78440097054056 812.0
250.05249616145431 814.0
250.32058372273076 813.0
250.5886636538869 792.0
250.85673595443953 799.0
251.12480062390551 792.0
251.39285766180177 783.0
251.6609070676451 794.0
251.92894884095242 793.0
252.19698298124058 784.0
252.46500948802645 788.0
252.73302836082692 811.0
253.00103959915882 791.0
253.26904320253902 812.0
253.53703917048443 797.0
253.80502750251188 812.0
254.07300819813827 809.0
254.34098125688044 806.0
254.60894667825525 794.0
254.87690446177962 803.0
255.14485460697037 804.0
255.41279711334434 804.0
255.6807319804185 794.0
255.94865920770962 788.0
256.2165787947346 809.0
256.48449074101035 798.0
256.75239504605366 792.0
257.02029170938147 799.0
257.28818073051065 806.0
257.556062108958 811.0
257.8239358442404 796.0
258.0918019358748 784.0
258.35966038337796 793.0
258.6275111862668 793.0
258.8953543440582 798.0
259.163189856269 803.0
259.4310177224162 799.0
259.6988379420164 816.0
259.9666505145867 807.0
260.23445543964385 801.0
260.50225271670473 796.0
260.77004234528624 801.0
261.03782432490533 812.0
261.3055986550787 797.0
261.5733653353234 805.0
261.8411243651561 803.0
262.1088757440937 806.0
262.37661947165327 813.0
262.6443555473515 796.0
262.9120839707053 815.0
263.1798047412315 794.0
263.44751785844704 799.0
263.7152233218687 794.0
263.98292113101354 787.0
264.2506112853982 795.0
264.51829378453965 785.0
264.7859686279547 791.0
265.05363581516025 795.0
265.32129534567326 796.0
265.5889472190105 805.0
265.8565914346889 816.0
266.1242279922252 802.0
266.39185689113634 812.0
266.65947813093925 813.0
266.9270917111508 788.0
267.19469763128774 793.0
267.46229589086704 806.0
267.72988648940554 792.0
267.9974694264201 805.0
268.2650447014276 799.0
268.53261231394487 802.0
268.80017226348883 793.0
269.0677245495763 795.0
269.3352691717242 806.0
269.60280612944933 816.0
269.8703354222686 802.0
270.13785704969894 792.0
270.40537101125716 788.0
270.67287730646007 796.0
270.9403759348246 803.0
271.2078668958677 793.0
271.47535018910605 794.0
271.7428258140567 789.0
272.01029377023633 803.0
272.2777540571619 795.0
272.5452066743504 801.0
272.81265162131854 795.0
273.08008889758327 800.0
273.34751850266144 801.0
273.6149404360698 801.0
273.8823546973254 806.0
274.1497612859451 813.0
274.4171602014456 800.0
274.6845514433439 802.0
274.95193501115676 795.0
275.2193109044012 794.0
275.486679122594 808.0
275.7540396652521 790.0
276.02139253189216 789.0
276.2887377220313 784.0
276.55607523518626 794.0
276.82340507087395 791.0
277.09072722861123 799.0
277.3580417079149 795.0
277.62534850830195 789.0
277.8926476292892 794.0
278.1599390703934 795.0
278.4272228311316 796.0
278.69449891102056 816.0
278.96176730957717 799.0
279.22902802631836 811.0
279.4962810607609 797.0
279.76352641242164 803.0
280.0307640808177 794.0
280.29799406546556 796.0
280.5652163658824 797.0
280.8324309815849 804.0
281.09963791209003 809.0
281.3668371569146 786.0
281.6340287155756 805.0
281.9012125875897 796.0
282.168388772474 788.0
282.4355572697452 799.0
282.7027180789201 789.0
282.9698711995158 803.0
283.23701663104896 805.0
283.50415437303667 800.0
283.77128442499554 795.0
284.0384067864426 813.0
284.3055214568946 789.0
284.57262843586864 797.0
284.8397277228814 790.0
285.1068193174497 797.0
285.37390321909055 800.0
285.6409794273207 797.0
285.9080479416572 803.0
286.1751087616167 811.0
286.4421618867162 809.0
286.7092073164725 799.0
286.9762450504025 795.0
287.24327508802315 801.0
287.5102974288511 796.0
287.77731207240345 793.0
288.04431901819703 803.0
288.3113182657485 795.0
288.578309814575 805.0
288.84529366419326 796.0
289.1122698141201 803.0
289.37923826387254 793.0
289.6461990129674 806.0
289.91315206092133 800.0
290.18009740725154 793.0
290.44703505147464 786.0
290.7139649931077 804.0
290.98088723166734 789.0
291.24780176667065 803.0
291.5147085976344 792.0
291.78160772407557 812.0
292.04849914551085 806.0
292.3153828614572 812.0
292.58225887143146 795.0
292.8491271749505 802.0
293.1159877715313 798.0
293.3828406606906 802.0
293.6496858419453 793.0
293.9165233148123 801.0
294.1833530788084 797.0
294.4501751334505 803.0
294.71698947825547 816.0
294.9837961127402 803.0
295.2505950364216 799.0
295.5173862488164 806.0
295.78416974944156 798.0
296.050945537814 780.0
296.31771361345045 801.0
296.584473975868 806.0
296.8512266245832 793.0
297.11797155911313 792.0
297.38470877897464 772.0
297.6514382836846 794.0
297.9181600727598 817.0
298.18487414571723 797.0
298.4515805020736 785.0
298.71827914134593 784.0
298.9849700630511 785.0
299.2516532667058 787.0
299.518328751827 792.0
299.78499651793163 798.0
300.0516565645365 792.0
300.3183088911584 803.0
300.58495349731436 799.0
300.8515903825211 782.0
301.1182195462956 796.0
301.3848409881546 802.0
301.65145470761513 803.0
301.91806070419403 796.0
302.184658977408 814.0
302.4512495267741 807.0
302.7178323518091 807.0
302.9844074520298 815.0
303.2509748269532 791.0
303.5175344760962 796.0
303.78408639897555 778.0
304.0506305951082 802.0
304.31716706401096 787.0
304.58369580520065 800.0
304.8502168181943 797.0
305.1167301025086 796.0
305.3832356576606 794.0
305.649733483167 802.0
305.9162235785447 804.0
306.1827059433106 803.0
306.4491805769817 795.0
306.7156474790747 791.0
306.98210664910647 804.0
307.2485580865939 798.0
307.5150017910539 791.0
307.7814377620034 812.0
308.0478659989591 792.0
308.31428650143795 816.0
308.58069926895683 804.0
308.8471043010326 809.0
309.1135015971821 810.0
309.37989115692227 790.0
309.6462729797699 804.0
309.91264706524197 778.0
310.1790134128551 816.0
310.4453720221265 792.0
310.71172289257277 795.0
310.97806602371094 795.0
311.2444014150577 788.0
311.5107290661301 778.0
311.777048976445 785.0
312.04336114551904 785.0
312.30966557286945 791.0
312.5759622580128 798.0
312.8422512004661 806.0
313.1085323997461 798.0
313.3748058553698 804.0
313.641071566854 808.0
313.90732953371554 809.0
314.17357975547145 804.0
314.4398222316384 787.0
314.70605696173334 796.0
314.9722839452731 797.0
315.23850318177466 812.0
315.50471467075477 798.0
315.7709184117303 799.0
316.0371144042182 798.0
316.3033026477353 804.0
316.56948314179846 812.0
316.8356558859246 797.0
317.1018208796305 794.0
317.36797812243304 798.0
317.6341276138491 796.0
317.90026935339563 799.0
318.1664033405894 817.0
318.4325295749473 798.0
318.6986480559862 798.0
318.96475878322303 794.0
319.2308617561746 806.0
319.4969569743577 794.0
319.76304443728935 779.0
320.0291241444864 797.0
320.2951960954656 808.0
320.5612602897438 797.0
320.82731672683815 809.0
321.0933654062652 799.0
321.359406327542 806.0
321.6254394901853 814.0
321.891464893712 800.0
322.157482537639 791.0
322.4234924214832 795.0
322.68949454476143 797.0
322.95548890699064 808.0
323.2214755076875 799.0
323.487454346369 812.0
323.753425422552 804.0
324.01938873575347 798.0
324.2853442854901 807.0
324.55129207127885 795.0
324.8172320926366 795.0
325.08316434908016 801.0
325.34908884012646 802.0
325.61500556529234 804.0
325.8809145240947 805.0
326.14681571605024 803.0
326.4127091406761 797.0
326.6785947974889 802.0
326.9444726860058 807.0
327.2103428057433 799.0
327.47620515621855 802.0
327.74205973694836 801.0
328.00790654744947 797.0
328.2737455872389 807.0
328.5395768558335 805.0
328.80540035275004 805.0
329.0712160775054 796.0
329.33702402961654 805.0
329.6028242086002 794.0
329.86861661397353 820.0
330.13440124525306 794.0
330.4001781019559 795.0
330.66594718359863 799.0
330.9317084896984 794.0
331.19746201977205 792.0
331.46320777333636 799.0
331.7289457499082 790.0
331.9946759490044 794.0
332.2603983701419 797.0
332.5261130128375 784.0
332.79181987660826 790.0
333.05751896097087 804.0
333.3232102654422 784.0
333.58889378953916 801.0
333.85456953277856 800.0
334.1202374946774 811.0
334.38589767475247 820.0
334.6515500725206 789.0
334.9171946874987 793.0
335.18283151920355 808.0
335.4484605671522 804.0
335.7140818308614 810.0
335.97969530984807 816.0
336.245301003629 807.0
336.51089891172114 792.0
336.77648903364127 792.0
337.04207136890636 803.0
337.30764591703326 785.0
337.5732126775387 798.0
337.83877164993976 806.0
338.10432283375314 809.0
338.36986622849577 800.0
338.63540183368457 789.0
338.9009296488363 789.0
339.16644967346787 793.0
339.4319619070962 790.0
339.6974663492381 797.0
339.9629629994105 792.0
340.22845185713027 792.0
340.4939329219141 802.0
340.75940619327906 813.0
341.02487167074196 801.0
341.2903293538197 809.0
341.555779242029 817.0
341.821221334887 805.0
342.0866556319103 799.0
342.3520821326158 811.0
342.6175008365205 809.0
342.8829117431413 790.0
343.1483148519949 806.0
343.41371016259825 801.0
343.6790976744682 784.0
343.9444773871216 798.0
344.20984930007546 809.0
344.4752134128465 808.0
344.74056972495157 811.0
345.0059182359076 816.0
345.27125894523147 812.0
345.53659185244 812.0
345.80191695705014 810.0
346.0672342585787 805.0
346.3325437565426 804.0
346.5978454504585 821.0
346.8631393398436 812.0
347.1284254242145 810.0
347.3937037030882 805.0
347.6589741759816 811.0
347.92423684241146 800.0
348.1894917018946 801.0
348.4547387539481 812.0
348.71997799808867 798.0
348.9852094338332 787.0
349.2504330606986 799.0
349.51564887820166 794.0
349.7808568858593 809.0
350.0460570831885 819.0
350.31124946970584 792.0
350.57643404492853 792.0
350.84161080837316 803.0
351.1067797595568 816.0
351.3719408979961 806.0
351.63709422320824 814.0
351.90223973470984 817.0
352.16737743201776 819.0
352.43250731464894 812.0
352.69762938212034 802.0
352.9627436339487 799.0
353.2278500696509 806.0
353.49294868874387 798.0
353.7580394907444 805.0
354.02312247516943 810.0
354.28819764153576 792.0
354.55326498936034 791.0
354.81832451816 808.0
355.08337622745165 793.0
355.348420116752 796.0
355.613456185578 792.0
355.8784844334467 805.0
356.1435048598747 809.0
356.4085174643791 802.0
356.6735222464765 804.0
356.938519205684 784.0
357.2035083415184 793.0
357.46848965349653 784.0
357.73346314113536 793.0
357.9984288039516 807.0
358.2633866414622 796.0
358.528336653184 806.0
358.793278838634 814.0
359.05821319732894 812.0
359.3231397287857 798.0
359.5880584325211 806.0
359.8529693080521 797.0
360.1178723548955 788.0
360.3827675725683 796.0
360.64765496058726 798.0
360.9125345184692 805.0
361.1774062457311 806.0
361.44227014188965 801.0
361.707126206462 791.0
361.9719744389649 791.0
362.2368148389151 800.0
362.5016474058295 807.0
362.766472139225 797.0
363.0312890386186 807.0
363.296098103527 811.0
363.5608993334672 808.0
363.82569272795587 806.0
364.09047828651006 797.0
364.35525600864656 796.0
364.6200258938823 799.0
364.8847879417341 794.0
365.1495421517188 797.0
365.41428852335326 821.0
365.67902705615444 802.0
365.9437577496392 803.0
366.2084806033243 804.0
366.4731956167267 808.0
366.7379027893632 812.0
367.0026021207507 809.0
367.2672936104061 795.0
367.5319772578463 799.0
367.79665306258806 811.0
368.06132102414836 815.0
368.32598114204393 803.0
