shot=8_position=3_gas=Ne_height=80_RF=149.3W_massflow=8000_coils=60.0A_HR4000 spectrum
Wavelength [nm] // Intensity [u.a.] 
194.93414 789.0
195.2037815346219 770.0
195.47341553816543 783.0
195.74304201014752 791.0
196.012660950085 812.0
196.28227235749478 795.0
196.55187623189366 786.0
196.82147257279857 795.0
197.09106137972637 798.0
197.36064265219392 794.0
197.63021638971804 791.0
197.89978259181567 813.0
198.16934125800364 804.0
198.43889238779886 813.0
198.7084359807181 800.0
198.97797203627835 807.0
199.2475005539964 790.0
199.51702153338914 789.0
199.78653497397343 806.0
200.05604087526618 784.0
200.3255392367842 795.0
200.59503005804436 805.0
200.8645133385636 805.0
201.1339890778587 803.0
201.4034572754466 802.0
201.67291793084408 812.0
201.94237104356813 807.0
202.21181661313554 803.0
202.48125463906314 808.0
202.7506851208679 792.0
203.02010805806663 808.0
203.28952345017618 798.0
203.55893129671344 810.0
203.8283315971953 798.0
204.0977243511386 796.0
204.3671095580602 802.0
204.636487217477 797.0
204.90585732890585 804.0
205.17521989186366 800.0
205.44457490586717 804.0
205.7139223704334 781.0
205.98326228507918 798.0
206.2525946493213 801.0
206.5219194626767 793.0
206.79123672466224 803.0
207.06054643479476 806.0
207.32984859259116 811.0
207.59914319756828 810.0
207.86843024924303 798.0
208.13770974713225 794.0
208.40698169075276 818.0
208.6762460796215 795.0
208.94550291325532 793.0
209.2147521911711 789.0
209.48399391288567 796.0
209.75322807791594 801.0
210.02245468577874 775.0
210.29167373599094 799.0
210.56088522806942 801.0
210.83008916153108 799.0
211.09928553589276 811.0
211.3684743506713 806.0
211.63765560538363 795.0
211.9068292995466 798.0
212.175995432677 808.0
212.44515400429182 809.0
212.71430501390782 814.0
212.98344846104192 806.0
213.25258434521103 799.0
213.52171266593191 808.0
213.79083342272153 782.0
214.05994661509675 798.0
214.3290522425744 800.0
214.5981503046713 813.0
214.8672408009044 800.0
215.13632373079054 802.0
215.4053990938466 802.0
215.6744668895894 792.0
215.94352711753592 795.0
216.21257977720293 801.0
216.48162486810728 807.0
216.7506623897659 798.0
217.01969234169565 817.0
217.2887147234134 787.0
217.55772953443596 787.0
217.82673677428028 810.0
218.0957364424632 802.0
218.36472853850154 801.0
218.6337130619122 804.0
218.9026900122121 799.0
219.17165938891804 793.0
219.4406211915469 813.0
219.70957541961562 807.0
219.97852207264097 797.0
220.24746115013983 799.0
220.5163926516291 801.0
220.78531657662566 792.0
221.05423292464639 797.0
221.32314169520808 790.0
221.59204288782766 806.0
221.860936502022 795.0
222.12982253730797 799.0
222.39870099320237 798.0
222.66757186922214 819.0
222.93643516488416 804.0
223.20529087970525 797.0
223.47413901320226 806.0
223.74297956489212 822.0
224.01181253429166 805.0
224.28063792091777 795.0
224.5494557242873 803.0
224.8182659439171 798.0
225.08706857932413 779.0
225.35586363002508 798.0
225.62465109553705 803.0
225.89343097537673 794.0
226.16220326906105 805.0
226.43096797610687 808.0
226.69972509603105 798.0
226.9684746283505 799.0
227.237216572582 807.0
227.50595092824256 806.0
227.7746776948489 803.0
228.04339687191796 796.0
228.31210845896663 807.0
228.5808124555117 788.0
228.84950886107015 792.0
229.11819767515877 804.0
229.38687889729442 800.0
229.65555252699397 803.0
229.92421856377433 800.0
230.1928770071524 799.0
230.46152785664492 798.0
230.73017111176884 794.0
230.99880677204106 799.0
231.26743483697837 804.0
231.53605530609772 807.0
231.8046681789159 814.0
232.07327345494983 807.0
232.34187113371638 792.0
232.61046121473237 794.0
232.87904369751473 792.0
233.14761858158028 808.0
233.41618586644586 811.0
233.68474555162845 809.0
233.95329763664483 799.0
234.2218421210119 800.0
234.49037900424648 802.0
234.7589082858655 799.0
235.02742996538583 807.0
235.29594404232427 811.0
235.56445051619772 812.0
235.8329493865231 807.0
236.10144065281722 803.0
236.36992431459691 800.0
236.63840037137916 810.0
236.9068688226808 794.0
237.1753296680186 789.0
237.44378290690955 794.0
237.7122285388704 815.0
237.9806665634181 804.0
238.24909698006957 796.0
238.51751978834153 807.0
238.78593498775095 812.0
239.0543425778147 796.0
239.32274255804958 795.0
239.59113492797255 791.0
239.8595196871004 808.0
240.12789683495004 808.0
240.3962663710383 799.0
240.66462829488208 802.0
240.93298260599826 808.0
241.2013293039037 805.0
241.46966838811522 813.0
241.73799985814978 815.0
242.00632371352418 793.0
242.27463995375527 797.0
242.54294857835998 804.0
242.81124958685515 814.0
243.07954297875764 800.0
243.34782875358434 799.0
243.61610691085207 802.0
243.88437745007772 814.0
244.15264037077822 821.0
244.42089567247035 817.0
244.68914335467105 792.0
244.95738341689716 793.0
245.2256158586655 811.0
245.493840679493 809.0
245.76205787889654 790.0
246.03026745639292 800.0
246.29846941149904 803.0
246.5666637437318 799.0
246.834850452608 795.0
247.1030295376446 803.0
247.37120099835838 800.0
247.63936483426627 804.0
247.9075210448851 816.0
248.17566962973177 803.0
248.4438105883231 813.0
248.71194392017603 816.0
248.98006962480733 795.0
249.248187701734 816.0
249.51629815047275 808.0
249.78440097054056 803.0
250.05249616145431 793.0
250.32058372273076 805.0
250.5886636538869 808.0
250.85673595443953 792.0
251.12480062390551 786.0
251.39285766180177 803.0
251.6609070676451 806.0
251.92894884095242 801.0
252.19698298124058 789.0
252.46500948802645 807.0
252.73302836082692 802.0
253.00103959915882 793.0
253.26904320253902 788.0
253.53703917048443 794.0
253.80502750251188 802.0
254.07300819813827 792.0
254.34098125688044 803.0
254.60894667825525 808.0
254.87690446177962 812.0
255.14485460697037 794.0
255.41279711334434 793.0
