shot=15_position=5_gas=Ne_height=80_RF=249.1W_massflow=8000_coils=100.0A_HR4000 spectrum
Wavelength [nm] // Intensity [u.a.] 
194.93414 780.0
195.2037815346219 780.0
195.47341553816543 813.0
195.74304201014752 797.0
196.012660950085 790.0
196.28227235749478 788.0
196.55187623189366 804.0
196.82147257279857 802.0
197.09106137972637 797.0
197.36064265219392 804.0
197.63021638971804 813.0
197.89978259181567 796.0
198.16934125800364 801.0
198.43889238779886 784.0
198.7084359807181 796.0
198.97797203627835 791.0
199.2475005539964 790.0
199.51702153338914 800.0
199.78653497397343 803.0
200.05604087526618 799.0
200.3255392367842 780.0
200.59503005804436 802.0
200.8645133385636 787.0
201.1339890778587 792.0
201.4034572754466 792.0
201.67291793084408 801.0
201.94237104356813 805.0
202.21181661313554 800.0
202.48125463906314 783.0
202.7506851208679 791.0
203.02010805806663 808.0
203.28952345017618 800.0
203.55893129671344 816.0
203.8283315971953 815.0
204.0977243511386 800.0
204.3671095580602 800.0
204.636487217477 799.0
204.90585732890585 792.0
205.17521989186366 794.0
205.44457490586717 806.0
205.7139223704334 795.0
205.98326228507918 787.0
206.2525946493213 801.0
206.5219194626767 793.0
206.79123672466224 804.0
207.06054643479476 789.0
207.32984859259116 790.0
207.59914319756828 792.0
207.86843024924303 797.0
208.13770974713225 787.0
208.40698169075276 791.0
208.6762460796215 802.0
208.94550291325532 795.0
209.2147521911711 801.0
209.48399391288567 793.0
209.75322807791594 812.0
210.02245468577874 810.0
210.29167373599094 795.0
210.56088522806942 800.0
210.83008916153108 808.0
211.09928553589276 797.0
211.3684743506713 774.0
211.63765560538363 811.0
211.9068292995466 798.0
212.175995432677 792.0
212.44515400429182 794.0
212.71430501390782 810.0
212.98344846104192 800.0
213.25258434521103 788.0
213.52171266593191 799.0
213.79083342272153 800.0
214.05994661509675 808.0
214.3290522425744 801.0
214.5981503046713 793.0
214.8672408009044 804.0
215.13632373079054 805.0
215.4053990938466 789.0
215.6744668895894 793.0
215.94352711753592 808.0
216.21257977720293 789.0
216.48162486810728 795.0
216.7506623897659 800.0
217.01969234169565 794.0
217.2887147234134 795.0
217.55772953443596 798.0
217.82673677428028 806.0
218.0957364424632 794.0
218.36472853850154 800.0
218.6337130619122 798.0
218.9026900122121 808.0
219.17165938891804 799.0
219.4406211915469 802.0
219.70957541961562 804.0
219.97852207264097 808.0
220.24746115013983 808.0
220.5163926516291 789.0
220.78531657662566 792.0
221.05423292464639 784.0
221.32314169520808 776.0
221.59204288782766 790.0
221.860936502022 797.0
222.12982253730797 797.0
222.39870099320237 791.0
222.66757186922214 806.0
222.93643516488416 805.0
223.20529087970525 793.0
223.47413901320226 804.0
223.74297956489212 792.0
224.01181253429166 810.0
224.28063792091777 794.0
224.5494557242873 781.0
224.8182659439171 792.0
225.08706857932413 801.0
225.35586363002508 806.0
225.62465109553705 804.0
225.89343097537673 784.0
226.16220326906105 784.0
226.43096797610687 790.0
226.69972509603105 799.0
226.9684746283505 795.0
227.237216572582 795.0
227.50595092824256 814.0
227.7746776948489 801.0
228.04339687191796 800.0
228.31210845896663 809.0
228.5808124555117 810.0
228.84950886107015 806.0
229.11819767515877 804.0
229.38687889729442 799.0
229.65555252699397 805.0
229.92421856377433 790.0
230.1928770071524 799.0
230.46152785664492 799.0
230.73017111176884 802.0
230.99880677204106 796.0
231.26743483697837 807.0
231.53605530609772 789.0
231.8046681789159 804.0
232.07327345494983 808.0
232.34187113371638 794.0
232.61046121473237 790.0
232.87904369751473 788.0
233.14761858158028 801.0
233.41618586644586 802.0
233.68474555162845 804.0
233.95329763664483 802.0
234.2218421210119 804.0
234.49037900424648 803.0
234.7589082858655 798.0
235.02742996538583 804.0
235.29594404232427 810.0
235.56445051619772 796.0
235.8329493865231 790.0
236.10144065281722 812.0
236.36992431459691 789.0
236.63840037137916 816.0
236.9068688226808 803.0
237.1753296680186 796.0
237.44378290690955 793.0
237.7122285388704 784.0
237.9806665634181 793.0
238.24909698006957 804.0
238.51751978834153 787.0
238.78593498775095 790.0
239.0543425778147 790.0
239.32274255804958 805.0
239.59113492797255 806.0
239.8595196871004 804.0
240.12789683495004 804.0
240.3962663710383 794.0
240.66462829488208 812.0
240.93298260599826 797.0
241.2013293039037 806.0
241.46966838811522 812.0
241.73799985814978 804.0
242.00632371352418 794.0
242.27463995375527 805.0
242.54294857835998 807.0
242.81124958685515 796.0
243.07954297875764 790.0
243.34782875358434 810.0
243.61610691085207 793.0
243.88437745007772 789.0
244.15264037077822 791.0
244.42089567247035 810.0
244.68914335467105 812.0
244.95738341689716 800.0
245.2256158586655 793.0
245.493840679493 786.0
245.76205787889654 787.0
246.03026745639292 787.0
246.29846941149904 803.0
246.5666637437318 798.0
246.834850452608 802.0
247.1030295376446 797.0
