shot=49_position=7_gas=Ar_height=80_RF=149.0W_massflow=500_coils=0.0A_HR4000 spectrum
Wavelength [nm] // Intensity [u.a.] 
194.93414 791.0
195.2037815346219 761.0
195.47341553816543 774.0
195.74304201014752 784.0
196.012660950085 781.0
196.28227235749478 791.0
196.55187623189366 800.0
196.82147257279857 795.0
197.09106137972637 797.0
197.36064265219392 804.0
197.63021638971804 795.0
197.89978259181567 801.0
198.16934125800364 785.0
198.43889238779886 797.0
198.7084359807181 801.0
198.97797203627835 800.0
199.2475005539964 794.0
199.51702153338914 803.0
199.78653497397343 790.0
200.05604087526618 794.0
200.3255392367842 792.0
200.59503005804436 804.0
200.8645133385636 807.0
201.1339890778587 809.0
201.4034572754466 791.0
201.67291793084408 797.0
201.94237104356813 796.0
202.21181661313554 803.0
202.48125463906314 791.0
202.7506851208679 794.0
203.02010805806663 782.0
203.28952345017618 798.0
203.55893129671344 790.0
203.8283315971953 795.0
204.0977243511386 801.0
204.3671095580602 803.0
204.636487217477 790.0
204.90585732890585 791.0
205.17521989186366 801.0
205.44457490586717 804.0
205.7139223704334 798.0
205.98326228507918 795.0
206.2525946493213 810.0
206.5219194626767 808.0
206.79123672466224 798.0
207.06054643479476 806.0
207.32984859259116 799.0
207.59914319756828 801.0
207.86843024924303 791.0
208.13770974713225 792.0
208.40698169075276 801.0
208.6762460796215 800.0
208.94550291325532 798.0
209.2147521911711 807.0
209.48399391288567 786.0
209.75322807791594 811.0
210.02245468577874 800.0
210.29167373599094 800.0
210.56088522806942 814.0
210.83008916153108 803.0
211.09928553589276 802.0
211.3684743506713 799.0
211.63765560538363 802.0
211.9068292995466 794.0
212.175995432677 783.0
212.44515400429182 788.0
212.71430501390782 801.0
212.98344846104192 798.0
213.25258434521103 789.0
213.52171266593191 796.0
213.79083342272153 786.0
214.05994661509675 790.0
214.3290522425744 782.0
214.5981503046713 805.0
214.8672408009044 809.0
215.13632373079054 804.0
215.4053990938466 785.0
215.6744668895894 809.0
215.94352711753592 798.0
216.21257977720293 783.0
216.48162486810728 790.0
216.7506623897659 788.0
217.01969234169565 798.0
217.2887147234134 797.0
217.55772953443596 812.0
217.82673677428028 803.0
218.0957364424632 810.0
218.36472853850154 802.0
218.6337130619122 796.0
218.9026900122121 808.0
219.17165938891804 807.0
219.4406211915469 797.0
219.70957541961562 806.0
219.97852207264097 807.0
220.24746115013983 798.0
220.5163926516291 795.0
220.78531657662566 805.0
221.05423292464639 789.0
221.32314169520808 803.0
221.59204288782766 808.0
221.860936502022 804.0
222.12982253730797 803.0
222.39870099320237 794.0
222.66757186922214 813.0
222.93643516488416 809.0
223.20529087970525 804.0
223.47413901320226 796.0
223.74297956489212 788.0
224.01181253429166 791.0
224.28063792091777 794.0
224.5494557242873 800.0
224.8182659439171 784.0
225.08706857932413 810.0
225.35586363002508 809.0
225.62465109553705 802.0
225.89343097537673 796.0
226.16220326906105 807.0
226.43096797610687 805.0
226.69972509603105 807.0
226.9684746283505 801.0
227.237216572582 797.0
227.50595092824256 800.0
227.7746776948489 817.0
228.04339687191796 804.0
228.31210845896663 796.0
228.5808124555117 799.0
228.84950886107015 800.0
229.11819767515877 799.0
229.38687889729442 800.0
229.65555252699397 802.0
229.92421856377433 802.0
230.1928770071524 794.0
230.46152785664492 800.0
230.73017111176884 821.0
230.99880677204106 807.0
231.26743483697837 796.0
231.53605530609772 808.0
231.8046681789159 803.0
232.07327345494983 812.0
232.34187113371638 811.0
