shot=43_position=1_gas=Ar_height=80_RF=249.0W_massflow=500_coils=0.0A_HR4000 spectrum
Wavelength [nm] // Intensity [u.a.] 
194.93414 783.0
195.2037815346219 773.0
195.47341553816543 782.0
195.74304201014752 788.0
196.012660950085 802.0
196.28227235749478 795.0
196.55187623189366 826.0
196.82147257279857 802.0
197.09106137972637 817.0
197.36064265219392 800.0
197.63021638971804 810.0
197.89978259181567 804.0
198.16934125800364 799.0
198.43889238779886 795.0
198.7084359807181 792.0
198.97797203627835 795.0
199.2475005539964 788.0
199.51702153338914 811.0
199.78653497397343 804.0
200.05604087526618 785.0
200.3255392367842 791.0
200.59503005804436 800.0
200.8645133385636 813.0
201.1339890778587 789.0
201.4034572754466 805.0
201.67291793084408 813.0
201.94237104356813 805.0
202.21181661313554 794.0
202.48125463906314 785.0
202.7506851208679 800.0
203.02010805806663 793.0
203.28952345017618 812.0
203.55893129671344 806.0
203.8283315971953 807.0
204.0977243511386 798.0
204.3671095580602 801.0
204.636487217477 802.0
204.90585732890585 798.0
205.17521989186366 806.0
205.44457490586717 790.0
205.7139223704334 799.0
205.98326228507918 803.0
206.2525946493213 805.0
206.5219194626767 802.0
206.79123672466224 813.0
207.06054643479476 800.0
207.32984859259116 803.0
207.59914319756828 806.0
207.86843024924303 807.0
208.13770974713225 818.0
208.40698169075276 795.0
208.6762460796215 809.0
208.94550291325532 812.0
209.2147521911711 802.0
209.48399391288567 802.0
209.75322807791594 796.0
210.02245468577874 788.0
210.29167373599094 805.0
210.56088522806942 810.0
210.83008916153108 798.0
211.09928553589276 800.0
211.3684743506713 807.0
211.63765560538363 801.0
211.9068292995466 799.0
212.175995432677 806.0
212.44515400429182 812.0
212.71430501390782 803.0
212.98344846104192 812.0
213.25258434521103 809.0
213.52171266593191 809.0
213.79083342272153 806.0
214.05994661509675 804.0
214.3290522425744 790.0
214.5981503046713 803.0
214.8672408009044 797.0
215.13632373079054 798.0
215.4053990938466 816.0
215.6744668895894 805.0
215.94352711753592 806.0
216.21257977720293 791.0
216.48162486810728 807.0
216.7506623897659 802.0
217.01969234169565 803.0
217.2887147234134 786.0
217.55772953443596 804.0
217.82673677428028 809.0
218.0957364424632 802.0
218.36472853850154 777.0
218.6337130619122 804.0
218.9026900122121 801.0
219.17165938891804 799.0
219.4406211915469 795.0
219.70957541961562 802.0
219.97852207264097 798.0
220.24746115013983 820.0
