131HR4000 spectrum
Wavelength [nm] // Intensity [u.a.] 
194.93414 829.0
195.2037815346219 765.0
195.47341553816543 804.0
195.74304201014752 801.0
196.012660950085 818.0
196.28227235749478 851.0
196.55187623189366 830.0
196.82147257279857 824.0
197.09106137972637 840.0
197.36064265219392 832.0
197.63021638971804 836.0
197.89978259181567 838.0
198.16934125800364 833.0
198.43889238779886 833.0
198.7084359807181 836.0
198.97797203627835 830.0
199.2475005539964 827.0
199.51702153338914 860.0
199.78653497397343 849.0
200.05604087526618 839.0
200.3255392367842 822.0
200.59503005804436 828.0
200.8645133385636 838.0
201.1339890778587 834.0
201.4034572754466 816.0
201.67291793084408 851.0
201.94237104356813 827.0
202.21181661313554 834.0
202.48125463906314 825.0
202.7506851208679 840.0
203.02010805806663 831.0
203.28952345017618 833.0
203.55893129671344 850.0
203.8283315971953 828.0
204.0977243511386 842.0
204.3671095580602 839.0
204.636487217477 852.0
204.90585732890585 855.0
205.17521989186366 843.0
205.44457490586717 838.0
205.7139223704334 852.0
205.98326228507918 826.0
206.2525946493213 834.0
206.5219194626767 845.0
206.79123672466224 845.0
207.06054643479476 842.0
207.32984859259116 826.0
207.59914319756828 833.0
207.86843024924303 834.0
208.13770974713225 852.0
208.40698169075276 825.0
208.6762460796215 841.0
208.94550291325532 835.0
209.2147521911711 829.0
209.48399391288567 838.0
209.75322807791594 829.0
210.02245468577874 844.0
210.29167373599094 844.0
210.56088522806942 837.0
210.83008916153108 837.0
211.09928553589276 827.0
211.3684743506713 844.0
211.63765560538363 841.0
211.9068292995466 842.0
212.175995432677 825.0
212.44515400429182 837.0
212.71430501390782 845.0
212.98344846104192 841.0
213.25258434521103 846.0
213.52171266593191 853.0
213.79083342272153 858.0
214.05994661509675 830.0
214.3290522425744 846.0
214.5981503046713 832.0
214.8672408009044 833.0
215.13632373079054 833.0
215.4053990938466 843.0
215.6744668895894 838.0
215.94352711753592 842.0
216.21257977720293 845.0
216.48162486810728 810.0
216.7506623897659 853.0
217.01969234169565 852.0
217.2887147234134 839.0
217.55772953443596 833.0
217.82673677428028 848.0
218.0957364424632 825.0
218.36472853850154 833.0
218.6337130619122 829.0
218.9026900122121 835.0
219.17165938891804 842.0
219.4406211915469 849.0
219.70957541961562 852.0
219.97852207264097 824.0
220.24746115013983 845.0
220.5163926516291 831.0
220.78531657662566 839.0
221.05423292464639 862.0
221.32314169520808 844.0
221.59204288782766 840.0
221.860936502022 852.0
222.12982253730797 831.0
222.39870099320237 839.0
222.66757186922214 834.0
222.93643516488416 842.0
223.20529087970525 862.0
223.47413901320226 850.0
223.74297956489212 852.0
224.01181253429166 849.0
224.28063792091777 849.0
224.5494557242873 844.0
224.8182659439171 846.0
225.08706857932413 854.0
225.35586363002508 842.0
225.62465109553705 843.0
225.89343097537673 832.0
226.16220326906105 857.0
226.43096797610687 843.0
226.69972509603105 831.0
226.9684746283505 838.0
227.237216572582 833.0
227.50595092824256 837.0
227.7746776948489 837.0
228.04339687191796 830.0
228.31210845896663 834.0
228.5808124555117 862.0
228.84950886107015 858.0
229.11819767515877 842.0
229.38687889729442 835.0
229.65555252699397 840.0
229.92421856377433 824.0
230.1928770071524 850.0
230.46152785664492 832.0
230.73017111176884 829.0
230.99880677204106 850.0
231.26743483697837 825.0
231.53605530609772 831.0
231.8046681789159 861.0
232.07327345494983 862.0
232.34187113371638 846.0
232.61046121473237 836.0
232.87904369751473 861.0
233.14761858158028 837.0
233.41618586644586 853.0
233.68474555162845 842.0
233.95329763664483 849.0
234.2218421210119 859.0
234.49037900424648 862.0
234.7589082858655 835.0
235.02742996538583 834.0
235.29594404232427 833.0
235.56445051619772 852.0
235.8329493865231 840.0
236.10144065281722 845.0
236.36992431459691 843.0
236.63840037137916 863.0
236.9068688226808 829.0
237.1753296680186 847.0
237.44378290690955 833.0
237.7122285388704 851.0
237.9806665634181 833.0
238.24909698006957 830.0
238.51751978834153 834.0
238.78593498775095 830.0
239.0543425778147 846.0
239.32274255804958 841.0
239.59113492797255 857.0
239.8595196871004 836.0
240.12789683495004 836.0
240.3962663710383 820.0
240.66462829488208 835.0
240.93298260599826 835.0
241.2013293039037 845.0
241.46966838811522 852.0
241.73799985814978 846.0
242.00632371352418 829.0
242.27463995375527 844.0
242.54294857835998 839.0
242.81124958685515 837.0
243.07954297875764 830.0
243.34782875358434 842.0
243.61610691085207 843.0
243.88437745007772 828.0
244.15264037077822 848.0
244.42089567247035 849.0
244.68914335467105 850.0
244.95738341689716 845.0
245.2256158586655 844.0
245.493840679493 855.0
245.76205787889654 842.0
246.03026745639292 841.0
246.29846941149904 829.0
246.5666637437318 855.0
246.834850452608 849.0
247.1030295376446 845.0
247.37120099835838 842.0
247.63936483426627 849.0
247.9075210448851 842.0
248.17566962973177 840.0
248.4438105883231 848.0
248.71194392017603 852.0
248.98006962480733 834.0
249.248187701734 845.0
249.51629815047275 859.0
249.78440097054056 864.0
250.05249616145431 856.0
250.32058372273076 859.0
250.5886636538869 830.0
250.85673595443953 840.0
251.12480062390551 837.0
251.39285766180177 835.0
251.6609070676451 833.0
251.92894884095242 839.0
252.19698298124058 829.0
252.46500948802645 843.0
252.73302836082692 836.0
253.00103959915882 844.0
253.26904320253902 846.0
253.53703917048443 839.0
253.80502750251188 848.0
254.07300819813827 837.0
254.34098125688044 839.0
254.60894667825525 837.0
254.87690446177962 828.0
255.14485460697037 838.0
255.41279711334434 836.0
255.6807319804185 853.0
255.94865920770962 845.0
256.2165787947346 838.0
256.48449074101035 840.0
256.75239504605366 823.0
257.02029170938147 849.0
257.28818073051065 841.0
257.556062108958 853.0
257.8239358442404 842.0
258.0918019358748 837.0
258.35966038337796 837.0
258.6275111862668 837.0
258.8953543440582 842.0
259.163189856269 849.0
259.4310177224162 828.0
259.6988379420164 837.0
259.9666505145867 835.0
260.23445543964385 833.0
260.50225271670473 861.0
260.77004234528624 843.0
261.03782432490533 839.0
261.3055986550787 845.0
261.5733653353234 835.0
261.8411243651561 836.0
262.1088757440937 835.0
262.37661947165327 845.0
262.6443555473515 845.0
262.9120839707053 842.0
263.1798047412315 854.0
263.44751785844704 841.0
263.7152233218687 845.0
263.98292113101354 846.0
264.2506112853982 853.0
264.51829378453965 850.0
264.7859686279547 846.0
265.05363581516025 857.0
265.32129534567326 841.0
265.5889472190105 844.0
265.8565914346889 828.0
266.1242279922252 856.0
266.39185689113634 833.0
266.65947813093925 837.0
266.9270917111508 835.0
267.19469763128774 846.0
267.46229589086704 846.0
267.72988648940554 846.0
267.9974694264201 827.0
268.2650447014276 834.0
268.53261231394487 841.0
268.80017226348883 862.0
269.0677245495763 850.0
269.3352691717242 824.0
269.60280612944933 845.0
269.8703354222686 846.0
270.13785704969894 833.0
270.40537101125716 848.0
270.67287730646007 838.0
270.9403759348246 844.0
271.2078668958677 830.0
271.47535018910605 823.0
271.7428258140567 824.0
272.01029377023633 844.0
272.2777540571619 844.0
272.5452066743504 830.0
272.81265162131854 830.0
273.08008889758327 840.0
273.34751850266144 833.0
273.6149404360698 816.0
273.8823546973254 831.0
274.1497612859451 824.0
274.4171602014456 839.0
274.6845514433439 841.0
274.95193501115676 838.0
275.2193109044012 823.0
275.486679122594 847.0
275.7540396652521 856.0
276.02139253189216 845.0
276.2887377220313 831.0
276.55607523518626 821.0
276.82340507087395 832.0
277.09072722861123 822.0
277.3580417079149 827.0
277.62534850830195 835.0
277.8926476292892 839.0
278.1599390703934 840.0
278.4272228311316 842.0
278.69449891102056 833.0
278.96176730957717 827.0
279.22902802631836 836.0
279.4962810607609 852.0
279.76352641242164 839.0
280.0307640808177 845.0
280.29799406546556 842.0
280.5652163658824 829.0
280.8324309815849 855.0
281.09963791209003 853.0
281.3668371569146 850.0
281.6340287155756 842.0
281.9012125875897 827.0
282.168388772474 840.0
282.4355572697452 840.0
282.7027180789201 846.0
282.9698711995158 827.0
283.23701663104896 827.0
283.50415437303667 852.0
283.77128442499554 828.0
284.0384067864426 842.0
284.3055214568946 856.0
284.57262843586864 846.0
284.8397277228814 833.0
285.1068193174497 844.0
285.37390321909055 844.0
285.6409794273207 832.0
285.9080479416572 826.0
286.1751087616167 845.0
286.4421618867162 840.0
286.7092073164725 828.0
286.9762450504025 840.0
287.24327508802315 838.0
287.5102974288511 846.0
287.77731207240345 841.0
288.04431901819703 845.0
288.3113182657485 842.0
288.578309814575 848.0
288.84529366419326 827.0
289.1122698141201 836.0
289.37923826387254 835.0
289.6461990129674 838.0
289.91315206092133 848.0
290.18009740725154 857.0
290.44703505147464 833.0
290.7139649931077 849.0
290.98088723166734 830.0
291.24780176667065 837.0
291.5147085976344 824.0
291.78160772407557 827.0
292.04849914551085 840.0
292.3153828614572 833.0
292.58225887143146 857.0
292.8491271749505 824.0
293.1159877715313 859.0
293.3828406606906 848.0
293.6496858419453 844.0
293.9165233148123 852.0
294.1833530788084 850.0
294.4501751334505 840.0
294.71698947825547 837.0
294.9837961127402 835.0
295.2505950364216 823.0
295.5173862488164 833.0
295.78416974944156 833.0
296.050945537814 830.0
296.31771361345045 834.0
296.584473975868 838.0
296.8512266245832 831.0
297.11797155911313 844.0
297.38470877897464 842.0
297.6514382836846 853.0
297.9181600727598 826.0
298.18487414571723 829.0
298.4515805020736 824.0
298.71827914134593 846.0
298.9849700630511 833.0
299.2516532667058 824.0
299.518328751827 839.0
299.78499651793163 822.0
300.0516565645365 829.0
300.3183088911584 842.0
300.58495349731436 857.0
300.8515903825211 833.0
301.1182195462956 832.0
301.3848409881546 858.0
301.65145470761513 842.0
301.91806070419403 841.0
302.184658977408 849.0
302.4512495267741 838.0
302.7178323518091 831.0
302.9844074520298 834.0
303.2509748269532 823.0
303.5175344760962 820.0
303.78408639897555 837.0
304.0506305951082 836.0
304.31716706401096 844.0
304.58369580520065 842.0
304.8502168181943 837.0
305.1167301025086 839.0
305.3832356576606 845.0
305.649733483167 843.0
305.9162235785447 844.0
306.1827059433106 843.0
306.4491805769817 853.0
306.7156474790747 837.0
306.98210664910647 838.0
307.2485580865939 841.0
307.5150017910539 845.0
307.7814377620034 836.0
308.0478659989591 843.0
308.31428650143795 832.0
308.58069926895683 842.0
308.8471043010326 837.0
309.1135015971821 835.0
309.37989115692227 838.0
309.6462729797699 836.0
309.91264706524197 852.0
310.1790134128551 832.0
310.4453720221265 833.0
310.71172289257277 834.0
310.97806602371094 830.0
311.2444014150577 834.0
311.5107290661301 844.0
311.777048976445 849.0
312.04336114551904 846.0
312.30966557286945 830.0
312.5759622580128 842.0
312.8422512004661 828.0
313.1085323997461 854.0
313.3748058553698 849.0
313.641071566854 839.0
313.90732953371554 830.0
314.17357975547145 839.0
314.4398222316384 849.0
314.70605696173334 852.0
314.9722839452731 837.0
315.23850318177466 833.0
315.50471467075477 830.0
315.7709184117303 849.0
316.0371144042182 830.0
316.3033026477353 840.0
316.56948314179846 846.0
316.8356558859246 842.0
317.1018208796305 821.0
317.36797812243304 834.0
317.6341276138491 837.0
317.90026935339563 826.0
318.1664033405894 847.0
318.4325295749473 838.0
318.6986480559862 833.0
318.96475878322303 832.0
319.2308617561746 852.0
319.4969569743577 841.0
319.76304443728935 830.0
320.0291241444864 824.0
320.2951960954656 823.0
320.5612602897438 837.0
320.82731672683815 843.0
321.0933654062652 830.0
321.359406327542 842.0
321.6254394901853 826.0
321.891464893712 843.0
322.157482537639 822.0
322.4234924214832 844.0
322.68949454476143 844.0
322.95548890699064 839.0
323.2214755076875 849.0
323.487454346369 850.0
323.753425422552 841.0
324.01938873575347 831.0
324.2853442854901 837.0
324.55129207127885 841.0
324.8172320926366 838.0
325.08316434908016 837.0
325.34908884012646 841.0
325.61500556529234 844.0
325.8809145240947 847.0
326.14681571605024 828.0
326.4127091406761 827.0
326.6785947974889 851.0
326.9444726860058 831.0
327.2103428057433 846.0
327.47620515621855 839.0
327.74205973694836 830.0
328.00790654744947 842.0
328.2737455872389 841.0
328.5395768558335 837.0
328.80540035275004 824.0
329.0712160775054 842.0
329.33702402961654 852.0
329.6028242086002 849.0
329.86861661397353 828.0
330.13440124525306 839.0
330.4001781019559 837.0
330.66594718359863 843.0
330.9317084896984 851.0
331.19746201977205 841.0
331.46320777333636 844.0
331.7289457499082 838.0
331.9946759490044 842.0
332.2603983701419 829.0
332.5261130128375 835.0
332.79181987660826 829.0
333.05751896097087 832.0
333.3232102654422 843.0
333.58889378953916 822.0
333.85456953277856 836.0
334.1202374946774 829.0
334.38589767475247 835.0
334.6515500725206 840.0
334.9171946874987 830.0
335.18283151920355 828.0
335.4484605671522 859.0
335.7140818308614 836.0
335.97969530984807 826.0
336.245301003629 837.0
336.51089891172114 840.0
336.77648903364127 839.0
337.04207136890636 834.0
337.30764591703326 839.0
337.5732126775387 841.0
337.83877164993976 831.0
338.10432283375314 826.0
338.36986622849577 837.0
338.63540183368457 839.0
338.9009296488363 836.0
339.16644967346787 844.0
339.4319619070962 840.0
339.6974663492381 842.0
339.9629629994105 845.0
340.22845185713027 837.0
340.4939329219141 842.0
340.75940619327906 832.0
341.02487167074196 837.0
341.2903293538197 829.0
341.555779242029 850.0
341.821221334887 847.0
342.0866556319103 844.0
342.3520821326158 845.0
342.6175008365205 851.0
342.8829117431413 837.0
343.1483148519949 846.0
343.41371016259825 848.0
343.6790976744682 842.0
343.9444773871216 837.0
344.20984930007546 842.0
344.4752134128465 838.0
344.74056972495157 849.0
345.0059182359076 835.0
345.27125894523147 825.0
345.53659185244 827.0
345.80191695705014 839.0
346.0672342585787 849.0
346.3325437565426 833.0
346.5978454504585 852.0
346.8631393398436 825.0
347.1284254242145 834.0
347.3937037030882 850.0
347.6589741759816 837.0
347.92423684241146 835.0
348.1894917018946 851.0
348.4547387539481 849.0
348.71997799808867 850.0
348.9852094338332 818.0
349.2504330606986 836.0
349.51564887820166 851.0
349.7808568858593 842.0
350.0460570831885 835.0
350.31124946970584 840.0
350.57643404492853 837.0
350.84161080837316 842.0
351.1067797595568 833.0
351.3719408979961 850.0
351.63709422320824 849.0
351.90223973470984 850.0
352.16737743201776 864.0
352.43250731464894 840.0
352.69762938212034 851.0
352.9627436339487 847.0
353.2278500696509 847.0
353.49294868874387 856.0
353.7580394907444 844.0
354.02312247516943 836.0
354.28819764153576 837.0
354.55326498936034 847.0
354.81832451816 828.0
355.08337622745165 841.0
355.348420116752 850.0
355.613456185578 839.0
355.8784844334467 856.0
356.1435048598747 824.0
356.4085174643791 828.0
356.6735222464765 822.0
356.938519205684 825.0
357.2035083415184 828.0
357.46848965349653 819.0
357.73346314113536 829.0
357.9984288039516 835.0
358.2633866414622 838.0
358.528336653184 835.0
358.793278838634 837.0
359.05821319732894 844.0
359.3231397287857 831.0
359.5880584325211 828.0
359.8529693080521 829.0
360.1178723548955 839.0
360.3827675725683 837.0
360.64765496058726 843.0
360.9125345184692 839.0
361.1774062457311 852.0
361.44227014188965 830.0
361.707126206462 832.0
361.9719744389649 829.0
362.2368148389151 845.0
362.5016474058295 834.0
362.766472139225 824.0
363.0312890386186 840.0
363.296098103527 838.0
363.5608993334672 848.0
363.82569272795587 851.0
364.09047828651006 829.0
364.35525600864656 857.0
364.6200258938823 857.0
364.8847879417341 843.0
365.1495421517188 845.0
365.41428852335326 839.0
365.67902705615444 846.0
365.9437577496392 840.0
366.2084806033243 864.0
366.4731956167267 839.0
366.7379027893632 840.0
367.0026021207507 818.0
367.2672936104061 853.0
367.5319772578463 841.0
367.79665306258806 837.0
368.06132102414836 839.0
368.32598114204393 827.0
368.59063341579173 840.0
368.85527784490864 822.0
369.1199144289115 840.0
369.3845431673172 858.0
369.6491640596426 853.0
369.91377710540445 843.0
370.1783823041198 837.0
370.44297965530546 838.0
370.70756915847835 849.0
370.97215081315517 860.0
371.2367246188529 860.0
371.5012905750884 845.0
371.7658486813786 849.0
372.0303989372402 826.0
372.29494134219027 849.0
372.5594758957455 850.0
372.82400259742286 852.0
373.08852144673915 830.0
373.3530324432114 858.0
373.6175355863563 829.0
373.8820308756908 860.0
374.1465183107317 837.0
374.410997890996 822.0
374.6754696160004 834.0
374.93993348526186 843.0
375.2043894982973 836.0
375.4688376546235 842.0
375.7332779537573 838.0
375.9977103952157 843.0
376.26213497851546 842.0
