gas=Ar_shot=31_power=165.5W_HR4000 spectrum
Wavelength [nm] // Intensity [u.a.] 
194.93414 823.0
195.2037815346219 766.0
195.47341553816543 767.0
195.74304201014752 785.0
196.012660950085 808.0
196.28227235749478 820.0
196.55187623189366 811.0
196.82147257279857 805.0
197.09106137972637 804.0
197.36064265219392 816.0
197.63021638971804 799.0
197.89978259181567 795.0
198.16934125800364 804.0
198.43889238779886 817.0
198.7084359807181 813.0
198.97797203627835 813.0
199.2475005539964 817.0
199.51702153338914 818.0
199.78653497397343 821.0
200.05604087526618 824.0
200.3255392367842 821.0
200.59503005804436 814.0
200.8645133385636 828.0
201.1339890778587 810.0
201.4034572754466 806.0
201.67291793084408 813.0
201.94237104356813 833.0
202.21181661313554 824.0
202.48125463906314 808.0
202.7506851208679 810.0
203.02010805806663 805.0
203.28952345017618 822.0
203.55893129671344 810.0
203.8283315971953 821.0
204.0977243511386 804.0
204.3671095580602 822.0
204.636487217477 811.0
204.90585732890585 812.0
205.17521989186366 819.0
205.44457490586717 820.0
205.7139223704334 828.0
205.98326228507918 818.0
206.2525946493213 833.0
206.5219194626767 819.0
206.79123672466224 830.0
207.06054643479476 797.0
207.32984859259116 830.0
207.59914319756828 814.0
207.86843024924303 823.0
208.13770974713225 833.0
208.40698169075276 807.0
208.6762460796215 828.0
208.94550291325532 808.0
209.2147521911711 808.0
209.48399391288567 827.0
209.75322807791594 841.0
210.02245468577874 812.0
210.29167373599094 802.0
210.56088522806942 814.0
210.83008916153108 829.0
211.09928553589276 821.0
211.3684743506713 815.0
211.63765560538363 817.0
211.9068292995466 814.0
212.175995432677 803.0
212.44515400429182 815.0
212.71430501390782 815.0
212.98344846104192 822.0
213.25258434521103 817.0
213.52171266593191 825.0
213.79083342272153 801.0
214.05994661509675 817.0
214.3290522425744 821.0
214.5981503046713 811.0
214.8672408009044 828.0
215.13632373079054 824.0
215.4053990938466 830.0
215.6744668895894 836.0
215.94352711753592 827.0
216.21257977720293 822.0
216.48162486810728 815.0
216.7506623897659 808.0
217.01969234169565 813.0
217.2887147234134 812.0
217.55772953443596 814.0
217.82673677428028 823.0
218.0957364424632 834.0
218.36472853850154 824.0
218.6337130619122 822.0
218.9026900122121 826.0
219.17165938891804 808.0
219.4406211915469 805.0
219.70957541961562 828.0
219.97852207264097 813.0
220.24746115013983 815.0
220.5163926516291 812.0
220.78531657662566 817.0
221.05423292464639 816.0
221.32314169520808 810.0
221.59204288782766 816.0
221.860936502022 820.0
222.12982253730797 820.0
222.39870099320237 821.0
222.66757186922214 832.0
222.93643516488416 795.0
223.20529087970525 821.0
223.47413901320226 809.0
223.74297956489212 829.0
224.01181253429166 818.0
224.28063792091777 814.0
224.5494557242873 818.0
224.8182659439171 797.0
225.08706857932413 837.0
225.35586363002508 810.0
225.62465109553705 818.0
225.89343097537673 818.0
226.16220326906105 823.0
226.43096797610687 824.0
226.69972509603105 817.0
226.9684746283505 828.0
227.237216572582 836.0
227.50595092824256 826.0
227.7746776948489 809.0
228.04339687191796 826.0
228.31210845896663 850.0
228.5808124555117 830.0
228.84950886107015 815.0
229.11819767515877 812.0
229.38687889729442 823.0
229.65555252699397 819.0
229.92421856377433 826.0
230.1928770071524 832.0
230.46152785664492 827.0
230.73017111176884 817.0
230.99880677204106 811.0
231.26743483697837 798.0
231.53605530609772 821.0
231.8046681789159 806.0
232.07327345494983 816.0
232.34187113371638 818.0
232.61046121473237 819.0
232.87904369751473 817.0
233.14761858158028 826.0
233.41618586644586 825.0
233.68474555162845 818.0
233.95329763664483 798.0
234.2218421210119 803.0
234.49037900424648 837.0
234.7589082858655 816.0
235.02742996538583 814.0
235.29594404232427 821.0
235.56445051619772 843.0
235.8329493865231 816.0
236.10144065281722 818.0
236.36992431459691 817.0
236.63840037137916 805.0
236.9068688226808 810.0
237.1753296680186 807.0
237.44378290690955 800.0
237.7122285388704 821.0
237.9806665634181 806.0
238.24909698006957 816.0
238.51751978834153 812.0
238.78593498775095 817.0
239.0543425778147 813.0
239.32274255804958 834.0
239.59113492797255 820.0
239.8595196871004 814.0
240.12789683495004 813.0
240.3962663710383 812.0
240.66462829488208 822.0
240.93298260599826 831.0
241.2013293039037 825.0
241.46966838811522 830.0
241.73799985814978 810.0
242.00632371352418 806.0
242.27463995375527 812.0
242.54294857835998 812.0
242.81124958685515 826.0
243.07954297875764 823.0
243.34782875358434 830.0
243.61610691085207 814.0
243.88437745007772 814.0
244.15264037077822 808.0
244.42089567247035 819.0
244.68914335467105 841.0
