gas=Ar_shot=26_power=96.9W_HR4000 spectrum
Wavelength [nm] // Intensity [u.a.] 
194.93414 801.0
195.2037815346219 758.0
195.47341553816543 780.0
195.74304201014752 788.0
196.012660950085 804.0
196.28227235749478 817.0
196.55187623189366 799.0
196.82147257279857 795.0
197.09106137972637 808.0
197.36064265219392 813.0
197.63021638971804 806.0
197.89978259181567 797.0
198.16934125800364 803.0
198.43889238779886 813.0
198.7084359807181 792.0
198.97797203627835 804.0
199.2475005539964 816.0
199.51702153338914 823.0
199.78653497397343 808.0
200.05604087526618 822.0
200.3255392367842 841.0
200.59503005804436 808.0
200.8645133385636 816.0
201.1339890778587 821.0
201.4034572754466 816.0
201.67291793084408 817.0
201.94237104356813 822.0
202.21181661313554 824.0
202.48125463906314 830.0
202.7506851208679 834.0
203.02010805806663 821.0
203.28952345017618 816.0
203.55893129671344 818.0
203.8283315971953 832.0
204.0977243511386 828.0
204.3671095580602 824.0
204.636487217477 832.0
204.90585732890585 821.0
205.17521989186366 801.0
205.44457490586717 804.0
205.7139223704334 806.0
205.98326228507918 813.0
206.2525946493213 810.0
206.5219194626767 813.0
206.79123672466224 809.0
207.06054643479476 799.0
207.32984859259116 816.0
207.59914319756828 804.0
207.86843024924303 828.0
208.13770974713225 810.0
208.40698169075276 825.0
208.6762460796215 823.0
208.94550291325532 809.0
209.2147521911711 799.0
209.48399391288567 806.0
209.75322807791594 799.0
210.02245468577874 822.0
210.29167373599094 818.0
210.56088522806942 808.0
210.83008916153108 820.0
211.09928553589276 817.0
211.3684743506713 816.0
211.63765560538363 799.0
211.9068292995466 826.0
212.175995432677 814.0
212.44515400429182 811.0
212.71430501390782 817.0
212.98344846104192 807.0
213.25258434521103 816.0
213.52171266593191 840.0
213.79083342272153 820.0
214.05994661509675 822.0
214.3290522425744 832.0
214.5981503046713 817.0
214.8672408009044 817.0
215.13632373079054 811.0
215.4053990938466 824.0
215.6744668895894 808.0
215.94352711753592 809.0
216.21257977720293 824.0
216.48162486810728 830.0
216.7506623897659 843.0
217.01969234169565 821.0
217.2887147234134 797.0
217.55772953443596 812.0
217.82673677428028 814.0
218.0957364424632 814.0
218.36472853850154 828.0
218.6337130619122 811.0
218.9026900122121 825.0
219.17165938891804 834.0
219.4406211915469 806.0
219.70957541961562 801.0
219.97852207264097 812.0
220.24746115013983 816.0
220.5163926516291 806.0
220.78531657662566 818.0
221.05423292464639 831.0
221.32314169520808 821.0
221.59204288782766 812.0
221.860936502022 822.0
222.12982253730797 827.0
222.39870099320237 812.0
222.66757186922214 822.0
222.93643516488416 814.0
223.20529087970525 807.0
223.47413901320226 820.0
223.74297956489212 829.0
224.01181253429166 810.0
224.28063792091777 822.0
224.5494557242873 810.0
224.8182659439171 815.0
225.08706857932413 819.0
225.35586363002508 810.0
225.62465109553705 817.0
225.89343097537673 812.0
226.16220326906105 809.0
226.43096797610687 822.0
226.69972509603105 822.0
226.9684746283505 835.0
227.237216572582 812.0
227.50595092824256 805.0
227.7746776948489 805.0
228.04339687191796 828.0
228.31210845896663 824.0
228.5808124555117 823.0
228.84950886107015 811.0
229.11819767515877 818.0
229.38687889729442 798.0
229.65555252699397 819.0
229.92421856377433 823.0
230.1928770071524 809.0
230.46152785664492 832.0
230.73017111176884 823.0
230.99880677204106 816.0
231.26743483697837 828.0
231.53605530609772 817.0
231.8046681789159 828.0
232.07327345494983 823.0
232.34187113371638 821.0
232.61046121473237 833.0
232.87904369751473 814.0
233.14761858158028 811.0
233.41618586644586 828.0
233.68474555162845 823.0
233.95329763664483 820.0
234.2218421210119 836.0
234.49037900424648 836.0
234.7589082858655 814.0
235.02742996538583 809.0
235.29594404232427 837.0
235.56445051619772 832.0
235.8329493865231 823.0
236.10144065281722 817.0
236.36992431459691 834.0
236.63840037137916 808.0
236.9068688226808 829.0
237.1753296680186 807.0
237.44378290690955 823.0
237.7122285388704 828.0
237.9806665634181 825.0
238.24909698006957 817.0
238.51751978834153 818.0
238.78593498775095 804.0
239.0543425778147 790.0
239.32274255804958 815.0
239.59113492797255 824.0
239.8595196871004 821.0
240.12789683495004 806.0
240.3962663710383 814.0
240.66462829488208 838.0
240.93298260599826 838.0
241.2013293039037 810.0
241.46966838811522 822.0
241.73799985814978 824.0
242.00632371352418 823.0
242.27463995375527 813.0
242.54294857835998 808.0
242.81124958685515 823.0
243.07954297875764 809.0
243.34782875358434 809.0
243.61610691085207 816.0
243.88437745007772 813.0
244.15264037077822 827.0
244.42089567247035 826.0
244.68914335467105 817.0
244.95738341689716 827.0
245.2256158586655 833.0
245.493840679493 818.0
245.76205787889654 822.0
246.03026745639292 821.0
246.29846941149904 823.0
246.5666637437318 832.0
246.834850452608 813.0
247.1030295376446 813.0
247.37120099835838 820.0
247.63936483426627 825.0
247.9075210448851 825.0
248.17566962973177 816.0
248.4438105883231 822.0
248.71194392017603 819.0
248.98006962480733 797.0
249.248187701734 819.0
249.51629815047275 810.0
249.78440097054056 815.0
250.05249616145431 829.0
250.32058372273076 814.0
250.5886636538869 826.0
250.85673595443953 827.0
251.12480062390551 822.0
251.39285766180177 810.0
251.6609070676451 813.0
251.92894884095242 817.0
252.19698298124058 816.0
252.46500948802645 816.0
252.73302836082692 821.0
253.00103959915882 816.0
253.26904320253902 822.0
253.53703917048443 824.0
253.80502750251188 817.0
254.07300819813827 828.0
254.34098125688044 812.0
254.60894667825525 824.0
254.87690446177962 806.0
255.14485460697037 822.0
255.41279711334434 821.0
255.6807319804185 828.0
255.94865920770962 815.0
256.2165787947346 818.0
256.48449074101035 810.0
256.75239504605366 802.0
257.02029170938147 811.0
257.28818073051065 830.0
257.556062108958 826.0
257.8239358442404 823.0
258.0918019358748 817.0
258.35966038337796 817.0
258.6275111862668 811.0
258.8953543440582 818.0
259.163189856269 825.0
259.4310177224162 834.0
259.6988379420164 850.0
259.9666505145867 821.0
260.23445543964385 827.0
260.50225271670473 822.0
260.77004234528624 828.0
261.03782432490533 821.0
261.3055986550787 809.0
261.5733653353234 819.0
261.8411243651561 819.0
262.1088757440937 824.0
262.37661947165327 825.0
