gas=Ar_shot=22_power=216.6WHR4000 spectrum
Wavelength [nm] // Intensity [u.a.] 
194.93414 807.0
195.2037815346219 773.0
195.47341553816543 785.0
195.74304201014752 785.0
196.012660950085 804.0
196.28227235749478 807.0
196.55187623189366 799.0
196.82147257279857 808.0
197.09106137972637 807.0
197.36064265219392 807.0
197.63021638971804 809.0
197.89978259181567 820.0
198.16934125800364 809.0
198.43889238779886 799.0
198.7084359807181 813.0
198.97797203627835 808.0
199.2475005539964 792.0
199.51702153338914 829.0
199.78653497397343 810.0
200.05604087526618 808.0
200.3255392367842 816.0
200.59503005804436 816.0
200.8645133385636 806.0
201.1339890778587 788.0
201.4034572754466 805.0
201.67291793084408 796.0
201.94237104356813 811.0
202.21181661313554 825.0
202.48125463906314 807.0
202.7506851208679 802.0
203.02010805806663 805.0
203.28952345017618 807.0
203.55893129671344 806.0
203.8283315971953 812.0
204.0977243511386 815.0
204.3671095580602 805.0
204.636487217477 793.0
204.90585732890585 809.0
205.17521989186366 810.0
205.44457490586717 819.0
205.7139223704334 829.0
205.98326228507918 823.0
206.2525946493213 785.0
206.5219194626767 799.0
206.79123672466224 797.0
207.06054643479476 817.0
207.32984859259116 802.0
207.59914319756828 806.0
207.86843024924303 790.0
208.13770974713225 818.0
208.40698169075276 798.0
208.6762460796215 821.0
208.94550291325532 802.0
209.2147521911711 807.0
209.48399391288567 812.0
209.75322807791594 804.0
210.02245468577874 811.0
210.29167373599094 803.0
210.56088522806942 806.0
210.83008916153108 814.0
211.09928553589276 804.0
211.3684743506713 811.0
211.63765560538363 805.0
211.9068292995466 819.0
212.175995432677 806.0
212.44515400429182 817.0
212.71430501390782 817.0
212.98344846104192 816.0
213.25258434521103 812.0
213.52171266593191 828.0
213.79083342272153 814.0
214.05994661509675 809.0
214.3290522425744 820.0
214.5981503046713 834.0
214.8672408009044 817.0
215.13632373079054 794.0
215.4053990938466 811.0
215.6744668895894 812.0
215.94352711753592 817.0
216.21257977720293 808.0
216.48162486810728 801.0
216.7506623897659 811.0
217.01969234169565 799.0
217.2887147234134 792.0
217.55772953443596 808.0
217.82673677428028 815.0
218.0957364424632 807.0
218.36472853850154 805.0
218.6337130619122 810.0
218.9026900122121 819.0
219.17165938891804 804.0
219.4406211915469 805.0
219.70957541961562 815.0
219.97852207264097 813.0
220.24746115013983 808.0
220.5163926516291 814.0
220.78531657662566 808.0
221.05423292464639 825.0
221.32314169520808 817.0
221.59204288782766 798.0
221.860936502022 812.0
222.12982253730797 815.0
222.39870099320237 819.0
222.66757186922214 818.0
222.93643516488416 808.0
223.20529087970525 797.0
223.47413901320226 805.0
223.74297956489212 814.0
224.01181253429166 823.0
224.28063792091777 821.0
224.5494557242873 810.0
224.8182659439171 805.0
225.08706857932413 814.0
225.35586363002508 800.0
225.62465109553705 822.0
225.89343097537673 821.0
226.16220326906105 811.0
226.43096797610687 797.0
226.69972509603105 792.0
226.9684746283505 805.0
227.237216572582 809.0
227.50595092824256 810.0
227.7746776948489 810.0
228.04339687191796 805.0
228.31210845896663 816.0
228.5808124555117 813.0
228.84950886107015 809.0
229.11819767515877 806.0
229.38687889729442 796.0
229.65555252699397 800.0
229.92421856377433 811.0
230.1928770071524 819.0
230.46152785664492 822.0
230.73017111176884 801.0
230.99880677204106 813.0
231.26743483697837 807.0
231.53605530609772 803.0
231.8046681789159 834.0
232.07327345494983 808.0
232.34187113371638 819.0
232.61046121473237 812.0
232.87904369751473 804.0
233.14761858158028 811.0
233.41618586644586 819.0
233.68474555162845 818.0
233.95329763664483 820.0
234.2218421210119 816.0
