gas=Ar_shot=38_power=201.4W_HR4000 spectrum
Wavelength [nm] // Intensity [u.a.] 
194.93414 822.0
195.2037815346219 767.0
195.47341553816543 778.0
195.74304201014752 793.0
196.012660950085 802.0
196.28227235749478 797.0
196.55187623189366 811.0
196.82147257279857 804.0
197.09106137972637 794.0
197.36064265219392 813.0
197.63021638971804 809.0
197.89978259181567 802.0
198.16934125800364 800.0
198.43889238779886 830.0
198.7084359807181 833.0
198.97797203627835 797.0
199.2475005539964 810.0
199.51702153338914 809.0
199.78653497397343 810.0
200.05604087526618 819.0
200.3255392367842 807.0
200.59503005804436 818.0
200.8645133385636 814.0
201.1339890778587 817.0
201.4034572754466 812.0
201.67291793084408 824.0
201.94237104356813 825.0
202.21181661313554 810.0
202.48125463906314 822.0
202.7506851208679 822.0
203.02010805806663 815.0
203.28952345017618 814.0
203.55893129671344 826.0
203.8283315971953 825.0
204.0977243511386 818.0
204.3671095580602 810.0
204.636487217477 809.0
204.90585732890585 823.0
205.17521989186366 810.0
205.44457490586717 818.0
205.7139223704334 812.0
205.98326228507918 814.0
206.2525946493213 803.0
206.5219194626767 810.0
206.79123672466224 808.0
207.06054643479476 837.0
207.32984859259116 818.0
207.59914319756828 825.0
207.86843024924303 811.0
208.13770974713225 827.0
208.40698169075276 830.0
208.6762460796215 821.0
208.94550291325532 800.0
209.2147521911711 826.0
209.48399391288567 833.0
209.75322807791594 816.0
210.02245468577874 811.0
210.29167373599094 801.0
210.56088522806942 817.0
210.83008916153108 827.0
211.09928553589276 807.0
211.3684743506713 808.0
211.63765560538363 822.0
211.9068292995466 826.0
212.175995432677 801.0
212.44515400429182 814.0
212.71430501390782 836.0
212.98344846104192 811.0
213.25258434521103 823.0
213.52171266593191 832.0
213.79083342272153 817.0
214.05994661509675 811.0
214.3290522425744 813.0
214.5981503046713 839.0
214.8672408009044 819.0
215.13632373079054 822.0
215.4053990938466 812.0
215.6744668895894 817.0
215.94352711753592 808.0
216.21257977720293 823.0
216.48162486810728 820.0
216.7506623897659 822.0
217.01969234169565 829.0
217.2887147234134 810.0
217.55772953443596 829.0
217.82673677428028 826.0
218.0957364424632 820.0
218.36472853850154 819.0
218.6337130619122 817.0
218.9026900122121 815.0
219.17165938891804 809.0
219.4406211915469 802.0
219.70957541961562 813.0
219.97852207264097 820.0
220.24746115013983 808.0
220.5163926516291 823.0
220.78531657662566 832.0
221.05423292464639 828.0
221.32314169520808 816.0
221.59204288782766 810.0
221.860936502022 807.0
222.12982253730797 820.0
222.39870099320237 840.0
222.66757186922214 806.0
222.93643516488416 806.0
223.20529087970525 822.0
223.47413901320226 820.0
223.74297956489212 819.0
224.01181253429166 807.0
224.28063792091777 803.0
224.5494557242873 802.0
224.8182659439171 806.0
225.08706857932413 808.0
225.35586363002508 819.0
225.62465109553705 833.0
225.89343097537673 828.0
226.16220326906105 810.0
226.43096797610687 802.0
226.69972509603105 804.0
226.9684746283505 814.0
227.237216572582 812.0
227.50595092824256 816.0
227.7746776948489 826.0
228.04339687191796 822.0
228.31210845896663 817.0
228.5808124555117 817.0
228.84950886107015 812.0
229.11819767515877 822.0
229.38687889729442 804.0
229.65555252699397 816.0
229.92421856377433 826.0
230.1928770071524 826.0
230.46152785664492 817.0
230.73017111176884 811.0
230.99880677204106 800.0
231.26743483697837 822.0
231.53605530609772 814.0
231.8046681789159 812.0
232.07327345494983 817.0
232.34187113371638 823.0
232.61046121473237 810.0
232.87904369751473 814.0
233.14761858158028 820.0
233.41618586644586 838.0
233.68474555162845 826.0
233.95329763664483 827.0
234.2218421210119 821.0
234.49037900424648 827.0
234.7589082858655 814.0
235.02742996538583 801.0
235.29594404232427 812.0
235.56445051619772 816.0
235.8329493865231 810.0
236.10144065281722 826.0
236.36992431459691 823.0
236.63840037137916 817.0
236.9068688226808 811.0
237.1753296680186 792.0
237.44378290690955 801.0
237.7122285388704 830.0
237.9806665634181 821.0
238.24909698006957 828.0
238.51751978834153 820.0
238.78593498775095 800.0
239.0543425778147 813.0
239.32274255804958 817.0
239.59113492797255 809.0
