gas=Ar_shot=32_power=158.8W_HR4000 spectrum
Wavelength [nm] // Intensity [u.a.] 
194.93414 787.0
195.2037815346219 762.0
195.47341553816543 776.0
195.74304201014752 786.0
196.012660950085 802.0
196.28227235749478 824.0
196.55187623189366 828.0
196.82147257279857 824.0
197.09106137972637 824.0
197.36064265219392 813.0
197.63021638971804 814.0
197.89978259181567 814.0
198.16934125800364 798.0
198.43889238779886 804.0
198.7084359807181 809.0
198.97797203627835 806.0
199.2475005539964 823.0
199.51702153338914 825.0
199.78653497397343 802.0
200.05604087526618 809.0
200.3255392367842 805.0
200.59503005804436 813.0
200.8645133385636 819.0
201.1339890778587 792.0
201.4034572754466 818.0
201.67291793084408 820.0
201.94237104356813 833.0
202.21181661313554 812.0
202.48125463906314 815.0
202.7506851208679 830.0
203.02010805806663 807.0
203.28952345017618 802.0
203.55893129671344 800.0
203.8283315971953 814.0
204.0977243511386 813.0
204.3671095580602 820.0
204.636487217477 821.0
204.90585732890585 814.0
205.17521989186366 819.0
205.44457490586717 820.0
205.7139223704334 819.0
205.98326228507918 817.0
206.2525946493213 813.0
206.5219194626767 806.0
206.79123672466224 808.0
207.06054643479476 822.0
207.32984859259116 834.0
207.59914319756828 837.0
207.86843024924303 828.0
208.13770974713225 816.0
208.40698169075276 823.0
208.6762460796215 830.0
208.94550291325532 814.0
209.2147521911711 820.0
209.48399391288567 801.0
209.75322807791594 795.0
210.02245468577874 802.0
210.29167373599094 804.0
210.56088522806942 818.0
210.83008916153108 811.0
211.09928553589276 820.0
211.3684743506713 812.0
211.63765560538363 811.0
211.9068292995466 831.0
212.175995432677 809.0
212.44515400429182 807.0
212.71430501390782 821.0
212.98344846104192 804.0
213.25258434521103 821.0
213.52171266593191 835.0
213.79083342272153 820.0
214.05994661509675 829.0
214.3290522425744 825.0
214.5981503046713 806.0
214.8672408009044 812.0
215.13632373079054 802.0
215.4053990938466 793.0
215.6744668895894 816.0
215.94352711753592 814.0
216.21257977720293 820.0
216.48162486810728 813.0
216.7506623897659 816.0
217.01969234169565 824.0
