gas=Ar_shot=17_power=183.3WHR4000 spectrum
Wavelength [nm] // Intensity [u.a.] 
194.93414 793.0
195.2037815346219 757.0
195.47341553816543 754.0
195.74304201014752 771.0
196.012660950085 805.0
196.28227235749478 812.0
196.55187623189366 805.0
196.82147257279857 797.0
197.09106137972637 806.0
197.36064265219392 798.0
197.63021638971804 789.0
197.89978259181567 802.0
198.16934125800364 806.0
198.43889238779886 811.0
198.7084359807181 803.0
198.97797203627835 812.0
199.2475005539964 813.0
199.51702153338914 827.0
199.78653497397343 824.0
200.05604087526618 815.0
200.3255392367842 792.0
200.59503005804436 787.0
200.8645133385636 811.0
201.1339890778587 809.0
201.4034572754466 810.0
201.67291793084408 818.0
201.94237104356813 806.0
202.21181661313554 817.0
202.48125463906314 801.0
202.7506851208679 806.0
203.02010805806663 819.0
203.28952345017618 815.0
203.55893129671344 809.0
203.8283315971953 825.0
204.0977243511386 810.0
204.3671095580602 804.0
204.636487217477 820.0
204.90585732890585 806.0
205.17521989186366 798.0
205.44457490586717 812.0
205.7139223704334 816.0
205.98326228507918 810.0
206.2525946493213 802.0
206.5219194626767 819.0
206.79123672466224 821.0
207.06054643479476 816.0
207.32984859259116 802.0
207.59914319756828 813.0
207.86843024924303 809.0
208.13770974713225 824.0
208.40698169075276 820.0
208.6762460796215 815.0
208.94550291325532 801.0
209.2147521911711 811.0
209.48399391288567 806.0
209.75322807791594 806.0
210.02245468577874 821.0
210.29167373599094 806.0
210.56088522806942 813.0
210.83008916153108 811.0
211.09928553589276 822.0
211.3684743506713 820.0
211.63765560538363 806.0
211.9068292995466 811.0
212.175995432677 806.0
212.44515400429182 814.0
212.71430501390782 810.0
212.98344846104192 812.0
213.25258434521103 798.0
213.52171266593191 819.0
213.79083342272153 812.0
214.05994661509675 807.0
214.3290522425744 814.0
214.5981503046713 791.0
214.8672408009044 820.0
215.13632373079054 809.0
215.4053990938466 792.0
215.6744668895894 809.0
215.94352711753592 810.0
216.21257977720293 808.0
216.48162486810728 804.0
216.7506623897659 814.0
217.01969234169565 803.0
217.2887147234134 821.0
217.55772953443596 817.0
217.82673677428028 807.0
218.0957364424632 811.0
218.36472853850154 805.0
218.6337130619122 827.0
218.9026900122121 803.0
219.17165938891804 804.0
219.4406211915469 826.0
219.70957541961562 806.0
219.97852207264097 802.0
220.24746115013983 802.0
220.5163926516291 807.0
220.78531657662566 812.0
221.05423292464639 817.0
221.32314169520808 804.0
221.59204288782766 805.0
221.860936502022 829.0
222.12982253730797 808.0
222.39870099320237 814.0
222.66757186922214 806.0
222.93643516488416 817.0
223.20529087970525 816.0
223.47413901320226 819.0
223.74297956489212 793.0
224.01181253429166 821.0
224.28063792091777 793.0
224.5494557242873 795.0
224.8182659439171 808.0
225.08706857932413 813.0
225.35586363002508 803.0
225.62465109553705 811.0
225.89343097537673 819.0
226.16220326906105 826.0
226.43096797610687 822.0
226.69972509603105 804.0
226.9684746283505 812.0
227.237216572582 812.0
227.50595092824256 806.0
227.7746776948489 816.0
228.04339687191796 814.0
228.31210845896663 823.0
228.5808124555117 808.0
228.84950886107015 825.0
229.11819767515877 804.0
229.38687889729442 809.0
229.65555252699397 815.0
229.92421856377433 810.0
230.1928770071524 826.0
230.46152785664492 813.0
230.73017111176884 817.0
230.99880677204106 801.0
231.26743483697837 818.0
231.53605530609772 819.0
