gas=Ar_shot=18_power=193.0WHR4000 spectrum
Wavelength [nm] // Intensity [u.a.] 
194.93414 802.0
195.2037815346219 754.0
195.47341553816543 800.0
195.74304201014752 795.0
196.012660950085 805.0
196.28227235749478 798.0
196.55187623189366 802.0
196.82147257279857 798.0
197.09106137972637 816.0
197.36064265219392 797.0
197.63021638971804 804.0
197.89978259181567 803.0
198.16934125800364 807.0
198.43889238779886 789.0
198.7084359807181 807.0
198.97797203627835 803.0
199.2475005539964 800.0
199.51702153338914 800.0
199.78653497397343 819.0
200.05604087526618 814.0
200.3255392367842 819.0
200.59503005804436 811.0
200.8645133385636 801.0
201.1339890778587 814.0
201.4034572754466 792.0
201.67291793084408 798.0
201.94237104356813 812.0
202.21181661313554 808.0
202.48125463906314 808.0
202.7506851208679 801.0
203.02010805806663 798.0
203.28952345017618 810.0
203.55893129671344 820.0
203.8283315971953 813.0
204.0977243511386 819.0
204.3671095580602 819.0
204.636487217477 821.0
204.90585732890585 795.0
205.17521989186366 833.0
205.44457490586717 809.0
205.7139223704334 830.0
205.98326228507918 799.0
206.2525946493213 810.0
206.5219194626767 819.0
206.79123672466224 835.0
207.06054643479476 823.0
207.32984859259116 813.0
207.59914319756828 809.0
207.86843024924303 809.0
208.13770974713225 803.0
208.40698169075276 814.0
208.6762460796215 814.0
208.94550291325532 801.0
209.2147521911711 801.0
209.48399391288567 811.0
209.75322807791594 815.0
210.02245468577874 828.0
210.29167373599094 831.0
210.56088522806942 816.0
210.83008916153108 818.0
211.09928553589276 819.0
211.3684743506713 804.0
211.63765560538363 808.0
211.9068292995466 807.0
212.175995432677 806.0
212.44515400429182 811.0
212.71430501390782 811.0
212.98344846104192 805.0
213.25258434521103 813.0
213.52171266593191 809.0
213.79083342272153 805.0
214.05994661509675 809.0
214.3290522425744 831.0
214.5981503046713 813.0
214.8672408009044 814.0
215.13632373079054 804.0
215.4053990938466 816.0
215.6744668895894 809.0
215.94352711753592 805.0
216.21257977720293 804.0
216.48162486810728 805.0
216.7506623897659 804.0
217.01969234169565 795.0
217.2887147234134 801.0
217.55772953443596 805.0
217.82673677428028 808.0
218.0957364424632 811.0
218.36472853850154 811.0
218.6337130619122 809.0
218.9026900122121 824.0
219.17165938891804 820.0
219.4406211915469 807.0
219.70957541961562 821.0
219.97852207264097 820.0
220.24746115013983 802.0
220.5163926516291 801.0
220.78531657662566 812.0
221.05423292464639 819.0
221.32314169520808 814.0
221.59204288782766 806.0
221.860936502022 814.0
222.12982253730797 798.0
222.39870099320237 809.0
222.66757186922214 821.0
222.93643516488416 803.0
223.20529087970525 796.0
223.47413901320226 801.0
223.74297956489212 811.0
224.01181253429166 811.0
224.28063792091777 797.0
224.5494557242873 809.0
224.8182659439171 815.0
225.08706857932413 810.0
225.35586363002508 819.0
225.62465109553705 816.0
225.89343097537673 809.0
226.16220326906105 813.0
226.43096797610687 812.0
226.69972509603105 811.0
226.9684746283505 814.0
227.237216572582 806.0
227.50595092824256 818.0
227.7746776948489 816.0
228.04339687191796 817.0
228.31210845896663 826.0
228.5808124555117 803.0
228.84950886107015 822.0
229.11819767515877 806.0
229.38687889729442 812.0
229.65555252699397 812.0
229.92421856377433 798.0
230.1928770071524 810.0
230.46152785664492 829.0
230.73017111176884 825.0
230.99880677204106 820.0
231.26743483697837 806.0
231.53605530609772 812.0
231.8046681789159 810.0
232.07327345494983 828.0
232.34187113371638 816.0
232.61046121473237 814.0
232.87904369751473 813.0
233.14761858158028 813.0
233.41618586644586 812.0
233.68474555162845 821.0
233.95329763664483 818.0
234.2218421210119 822.0
234.49037900424648 830.0
234.7589082858655 826.0
235.02742996538583 805.0
235.29594404232427 807.0
235.56445051619772 824.0
235.8329493865231 816.0
236.10144065281722 813.0
236.36992431459691 816.0
236.63840037137916 801.0
236.9068688226808 811.0
237.1753296680186 818.0
237.44378290690955 806.0
237.7122285388704 805.0
237.9806665634181 806.0
238.24909698006957 824.0
238.51751978834153 795.0
238.78593498775095 821.0
239.0543425778147 819.0
239.32274255804958 823.0
239.59113492797255 811.0
239.8595196871004 806.0
240.12789683495004 811.0
240.3962663710383 806.0
240.66462829488208 826.0
240.93298260599826 810.0
241.2013293039037 796.0
241.46966838811522 793.0
241.73799985814978 813.0
242.00632371352418 821.0
242.27463995375527 824.0
242.54294857835998 805.0
242.81124958685515 819.0
243.07954297875764 822.0
243.34782875358434 814.0
243.61610691085207 810.0
243.88437745007772 801.0
244.15264037077822 826.0
244.42089567247035 827.0
244.68914335467105 821.0
244.95738341689716 815.0
245.2256158586655 798.0
245.493840679493 810.0
245.76205787889654 819.0
246.03026745639292 814.0
246.29846941149904 807.0
246.5666637437318 812.0
246.834850452608 810.0
247.1030295376446 818.0
247.37120099835838 803.0
247.63936483426627 809.0
247.9075210448851 816.0
248.17566962973177 822.0
248.4438105883231 810.0
248.71194392017603 807.0
248.98006962480733 808.0
249.248187701734 828.0
249.51629815047275 814.0
249.78440097054056 810.0
250.05249616145431 820.0
250.32058372273076 822.0
250.5886636538869 820.0
250.85673595443953 813.0
251.12480062390551 822.0
251.39285766180177 816.0
251.6609070676451 804.0
251.92894884095242 814.0
252.19698298124058 795.0
252.46500948802645 812.0
252.73302836082692 810.0
253.00103959915882 803.0
253.26904320253902 810.0
253.53703917048443 811.0
253.80502750251188 816.0
254.07300819813827 813.0
254.34098125688044 803.0
254.60894667825525 814.0
254.87690446177962 808.0
255.14485460697037 819.0
255.41279711334434 820.0
255.6807319804185 795.0
255.94865920770962 821.0
256.2165787947346 813.0
256.48449074101035 819.0
256.75239504605366 810.0
257.02029170938147 809.0
257.28818073051065 804.0
257.556062108958 804.0
257.8239358442404 825.0
258.0918019358748 809.0
258.35966038337796 832.0
258.6275111862668 795.0
258.8953543440582 806.0
259.163189856269 800.0
259.4310177224162 830.0
259.6988379420164 816.0
259.9666505145867 798.0
260.23445543964385 818.0
260.50225271670473 825.0
260.77004234528624 796.0
261.03782432490533 803.0
261.3055986550787 819.0
261.5733653353234 819.0
261.8411243651561 810.0
262.1088757440937 809.0
262.37661947165327 821.0
262.6443555473515 806.0
262.9120839707053 814.0
263.1798047412315 817.0
263.44751785844704 809.0
263.7152233218687 815.0
263.98292113101354 812.0
264.2506112853982 828.0
264.51829378453965 807.0
264.7859686279547 810.0
265.05363581516025 817.0
265.32129534567326 812.0
265.5889472190105 816.0
265.8565914346889 820.0
266.1242279922252 826.0
266.39185689113634 816.0
266.65947813093925 800.0
266.9270917111508 808.0
267.19469763128774 810.0
267.46229589086704 797.0
267.72988648940554 817.0
267.9974694264201 813.0
268.2650447014276 817.0
268.53261231394487 826.0
268.80017226348883 826.0
269.0677245495763 811.0
269.3352691717242 794.0
269.60280612944933 829.0
269.8703354222686 809.0
270.13785704969894 812.0
270.40537101125716 802.0
270.67287730646007 802.0
270.9403759348246 813.0
271.2078668958677 809.0
271.47535018910605 812.0
271.7428258140567 816.0
272.01029377023633 806.0
272.2777540571619 815.0
272.5452066743504 806.0
272.81265162131854 806.0
273.08008889758327 800.0
273.34751850266144 809.0
273.6149404360698 820.0
273.8823546973254 814.0
274.1497612859451 810.0
274.4171602014456 821.0
274.6845514433439 808.0
274.95193501115676 808.0
275.2193109044012 811.0
275.486679122594 821.0
275.7540396652521 820.0
276.02139253189216 804.0
276.2887377220313 812.0
276.55607523518626 820.0
276.82340507087395 817.0
277.09072722861123 802.0
277.3580417079149 797.0
277.62534850830195 823.0
277.8926476292892 810.0
278.1599390703934 808.0
278.4272228311316 822.0
278.69449891102056 822.0
278.96176730957717 810.0
279.22902802631836 793.0
279.4962810607609 822.0
279.76352641242164 823.0
280.0307640808177 810.0
280.29799406546556 807.0
280.5652163658824 801.0
280.8324309815849 820.0
281.09963791209003 807.0
281.3668371569146 816.0
281.6340287155756 813.0
281.9012125875897 816.0
282.168388772474 819.0
282.4355572697452 814.0
282.7027180789201 814.0
282.9698711995158 805.0
283.23701663104896 823.0
283.50415437303667 804.0
283.77128442499554 809.0
284.0384067864426 804.0
284.3055214568946 808.0
284.57262843586864 800.0
284.8397277228814 808.0
285.1068193174497 816.0
285.37390321909055 814.0
285.6409794273207 793.0
285.9080479416572 796.0
286.1751087616167 809.0
286.4421618867162 803.0
286.7092073164725 809.0
286.9762450504025 818.0
287.24327508802315 794.0
287.5102974288511 807.0
287.77731207240345 816.0
288.04431901819703 818.0
288.3113182657485 818.0
288.578309814575 815.0
288.84529366419326 808.0
289.1122698141201 818.0
289.37923826387254 806.0
289.6461990129674 817.0
289.91315206092133 813.0
290.18009740725154 809.0
290.44703505147464 806.0
290.7139649931077 808.0
290.98088723166734 816.0
291.24780176667065 799.0
291.5147085976344 803.0
291.78160772407557 815.0
292.04849914551085 809.0
292.3153828614572 805.0
292.58225887143146 801.0
292.8491271749505 818.0
293.1159877715313 824.0
293.3828406606906 800.0
293.6496858419453 810.0
293.9165233148123 805.0
294.1833530788084 807.0
294.4501751334505 803.0
294.71698947825547 816.0
294.9837961127402 805.0
295.2505950364216 821.0
295.5173862488164 811.0
295.78416974944156 820.0
296.050945537814 834.0
296.31771361345045 810.0
296.584473975868 804.0
296.8512266245832 829.0
297.11797155911313 813.0
297.38470877897464 806.0
297.6514382836846 811.0
297.9181600727598 824.0
298.18487414571723 795.0
298.4515805020736 817.0
298.71827914134593 800.0
298.9849700630511 801.0
299.2516532667058 813.0
299.518328751827 818.0
299.78499651793163 824.0
300.0516565645365 822.0
300.3183088911584 830.0
300.58495349731436 820.0
300.8515903825211 803.0
301.1182195462956 807.0
301.3848409881546 830.0
301.65145470761513 801.0
301.91806070419403 806.0
302.184658977408 814.0
302.4512495267741 806.0
302.7178323518091 813.0
302.9844074520298 812.0
303.2509748269532 823.0
303.5175344760962 804.0
303.78408639897555 818.0
304.0506305951082 800.0
304.31716706401096 822.0
304.58369580520065 818.0
304.8502168181943 814.0
305.1167301025086 818.0
305.3832356576606 805.0
305.649733483167 812.0
305.9162235785447 820.0
306.1827059433106 817.0
306.4491805769817 799.0
306.7156474790747 803.0
306.98210664910647 804.0
307.2485580865939 819.0
307.5150017910539 821.0
307.7814377620034 814.0
308.0478659989591 804.0
308.31428650143795 810.0
308.58069926895683 799.0
308.8471043010326 804.0
309.1135015971821 806.0
309.37989115692227 819.0
309.6462729797699 803.0
309.91264706524197 829.0
310.1790134128551 803.0
310.4453720221265 818.0
310.71172289257277 809.0
310.97806602371094 804.0
311.2444014150577 805.0
311.5107290661301 817.0
311.777048976445 821.0
312.04336114551904 812.0
312.30966557286945 812.0
312.5759622580128 817.0
312.8422512004661 821.0
313.1085323997461 816.0
313.3748058553698 808.0
313.641071566854 815.0
313.90732953371554 816.0
314.17357975547145 810.0
314.4398222316384 798.0
314.70605696173334 799.0
314.9722839452731 807.0
315.23850318177466 808.0
315.50471467075477 818.0
315.7709184117303 795.0
316.0371144042182 801.0
316.3033026477353 811.0
316.56948314179846 824.0
316.8356558859246 804.0
317.1018208796305 827.0
317.36797812243304 809.0
317.6341276138491 806.0
317.90026935339563 809.0
318.1664033405894 816.0
318.4325295749473 814.0
318.6986480559862 798.0
318.96475878322303 816.0
319.2308617561746 805.0
319.4969569743577 808.0
319.76304443728935 823.0
320.0291241444864 803.0
320.2951960954656 805.0
320.5612602897438 810.0
320.82731672683815 803.0
321.0933654062652 808.0
321.359406327542 820.0
321.6254394901853 805.0
321.891464893712 807.0
322.157482537639 793.0
322.4234924214832 822.0
322.68949454476143 829.0
322.95548890699064 808.0
323.2214755076875 809.0
323.487454346369 825.0
323.753425422552 799.0
324.01938873575347 826.0
