gas=Ar_shot=33_power=151.5W_HR4000 spectrum
Wavelength [nm] // Intensity [u.a.] 
194.93414 813.0
195.2037815346219 751.0
195.47341553816543 781.0
195.74304201014752 772.0
196.012660950085 798.0
196.28227235749478 809.0
196.55187623189366 816.0
196.82147257279857 807.0
197.09106137972637 817.0
197.36064265219392 792.0
197.63021638971804 814.0
197.89978259181567 805.0
198.16934125800364 812.0
198.43889238779886 822.0
198.7084359807181 811.0
198.97797203627835 814.0
199.2475005539964 820.0
199.51702153338914 824.0
199.78653497397343 809.0
200.05604087526618 825.0
200.3255392367842 817.0
200.59503005804436 808.0
200.8645133385636 834.0
201.1339890778587 819.0
201.4034572754466 815.0
201.67291793084408 814.0
201.94237104356813 823.0
202.21181661313554 818.0
202.48125463906314 810.0
202.7506851208679 813.0
203.02010805806663 809.0
203.28952345017618 811.0
203.55893129671344 818.0
203.8283315971953 831.0
204.0977243511386 821.0
204.3671095580602 833.0
204.636487217477 815.0
204.90585732890585 819.0
205.17521989186366 807.0
205.44457490586717 827.0
205.7139223704334 813.0
205.98326228507918 824.0
206.2525946493213 812.0
206.5219194626767 821.0
206.79123672466224 798.0
207.06054643479476 830.0
207.32984859259116 828.0
207.59914319756828 826.0
207.86843024924303 818.0
208.13770974713225 817.0
208.40698169075276 809.0
208.6762460796215 809.0
208.94550291325532 820.0
209.2147521911711 816.0
209.48399391288567 810.0
209.75322807791594 796.0
210.02245468577874 823.0
210.29167373599094 815.0
210.56088522806942 807.0
210.83008916153108 818.0
211.09928553589276 812.0
211.3684743506713 817.0
211.63765560538363 817.0
211.9068292995466 822.0
212.175995432677 803.0
212.44515400429182 804.0
212.71430501390782 817.0
212.98344846104192 805.0
213.25258434521103 829.0
213.52171266593191 804.0
213.79083342272153 830.0
214.05994661509675 822.0
214.3290522425744 820.0
214.5981503046713 817.0
214.8672408009044 826.0
215.13632373079054 816.0
215.4053990938466 816.0
215.6744668895894 817.0
215.94352711753592 808.0
216.21257977720293 806.0
216.48162486810728 807.0
216.7506623897659 824.0
217.01969234169565 827.0
217.2887147234134 812.0
217.55772953443596 819.0
217.82673677428028 835.0
218.0957364424632 837.0
218.36472853850154 824.0
218.6337130619122 829.0
218.9026900122121 824.0
219.17165938891804 826.0
219.4406211915469 818.0
219.70957541961562 830.0
219.97852207264097 813.0
220.24746115013983 822.0
220.5163926516291 810.0
220.78531657662566 809.0
221.05423292464639 816.0
221.32314169520808 803.0
221.59204288782766 836.0
221.860936502022 813.0
222.12982253730797 823.0
222.39870099320237 814.0
222.66757186922214 817.0
222.93643516488416 826.0
223.20529087970525 815.0
223.47413901320226 820.0
223.74297956489212 814.0
224.01181253429166 819.0
224.28063792091777 815.0
224.5494557242873 819.0
224.8182659439171 818.0
225.08706857932413 826.0
225.35586363002508 812.0
225.62465109553705 817.0
225.89343097537673 809.0
226.16220326906105 817.0
226.43096797610687 810.0
226.69972509603105 816.0
226.9684746283505 815.0
227.237216572582 820.0
227.50595092824256 806.0
227.7746776948489 807.0
228.04339687191796 823.0
228.31210845896663 827.0
228.5808124555117 816.0
228.84950886107015 833.0
229.11819767515877 816.0
229.38687889729442 806.0
229.65555252699397 811.0
229.92421856377433 825.0
230.1928770071524 811.0
230.46152785664492 821.0
230.73017111176884 803.0
230.99880677204106 802.0
231.26743483697837 817.0
231.53605530609772 821.0
231.8046681789159 819.0
232.07327345494983 817.0
232.34187113371638 816.0
232.61046121473237 830.0
232.87904369751473 809.0
233.14761858158028 816.0
233.41618586644586 814.0
233.68474555162845 816.0
233.95329763664483 815.0
234.2218421210119 808.0
234.49037900424648 842.0
234.7589082858655 805.0
235.02742996538583 810.0
235.29594404232427 813.0
235.56445051619772 817.0
235.8329493865231 832.0
236.10144065281722 814.0
236.36992431459691 830.0
236.63840037137916 813.0
236.9068688226808 825.0
237.1753296680186 811.0
237.44378290690955 819.0
237.7122285388704 810.0
237.9806665634181 816.0
238.24909698006957 824.0
238.51751978834153 818.0
238.78593498775095 809.0
239.0543425778147 814.0
239.32274255804958 827.0
239.59113492797255 806.0
239.8595196871004 799.0
240.12789683495004 810.0
240.3962663710383 808.0
240.66462829488208 816.0
240.93298260599826 811.0
241.2013293039037 811.0
241.46966838811522 830.0
241.73799985814978 829.0
242.00632371352418 833.0
242.27463995375527 822.0
242.54294857835998 820.0
242.81124958685515 824.0
243.07954297875764 819.0
243.34782875358434 816.0
243.61610691085207 827.0
243.88437745007772 809.0
244.15264037077822 812.0
244.42089567247035 814.0
244.68914335467105 824.0
244.95738341689716 816.0
245.2256158586655 806.0
245.493840679493 812.0
245.76205787889654 805.0
246.03026745639292 814.0
246.29846941149904 823.0
246.5666637437318 821.0
246.834850452608 819.0
247.1030295376446 841.0
247.37120099835838 856.0
247.63936483426627 825.0
247.9075210448851 837.0
248.17566962973177 819.0
248.4438105883231 829.0
248.71194392017603 820.0
248.98006962480733 821.0
249.248187701734 820.0
249.51629815047275 816.0
249.78440097054056 821.0
250.05249616145431 818.0
250.32058372273076 816.0
250.5886636538869 817.0
250.85673595443953 827.0
251.12480062390551 809.0
251.39285766180177 829.0
251.6609070676451 834.0
251.92894884095242 804.0
252.19698298124058 816.0
252.46500948802645 822.0
252.73302836082692 809.0
253.00103959915882 805.0
253.26904320253902 818.0
253.53703917048443 822.0
253.80502750251188 818.0
254.07300819813827 822.0
254.34098125688044 826.0
254.60894667825525 812.0
254.87690446177962 833.0
255.14485460697037 817.0
255.41279711334434 822.0
255.6807319804185 817.0
255.94865920770962 813.0
256.2165787947346 812.0
256.48449074101035 804.0
256.75239504605366 810.0
257.02029170938147 809.0
257.28818073051065 820.0
257.556062108958 832.0
