gas=Ar_shot=19_power=198.6WHR4000 spectrum
Wavelength [nm] // Intensity [u.a.] 
194.93414 796.0
195.2037815346219 771.0
195.47341553816543 787.0
195.74304201014752 789.0
196.012660950085 790.0
196.28227235749478 810.0
196.55187623189366 801.0
196.82147257279857 818.0
197.09106137972637 804.0
197.36064265219392 807.0
197.63021638971804 806.0
197.89978259181567 816.0
198.16934125800364 808.0
198.43889238779886 797.0
198.7084359807181 810.0
198.97797203627835 810.0
199.2475005539964 809.0
199.51702153338914 811.0
199.78653497397343 814.0
200.05604087526618 814.0
200.3255392367842 820.0
200.59503005804436 811.0
200.8645133385636 815.0
201.1339890778587 808.0
201.4034572754466 821.0
201.67291793084408 820.0
201.94237104356813 818.0
202.21181661313554 822.0
202.48125463906314 816.0
202.7506851208679 816.0
203.02010805806663 813.0
203.28952345017618 804.0
203.55893129671344 802.0
203.8283315971953 805.0
204.0977243511386 809.0
204.3671095580602 807.0
204.636487217477 826.0
204.90585732890585 806.0
205.17521989186366 805.0
205.44457490586717 826.0
205.7139223704334 808.0
205.98326228507918 810.0
206.2525946493213 830.0
206.5219194626767 821.0
206.79123672466224 819.0
207.06054643479476 818.0
207.32984859259116 820.0
207.59914319756828 818.0
207.86843024924303 820.0
208.13770974713225 815.0
208.40698169075276 805.0
208.6762460796215 825.0
208.94550291325532 803.0
209.2147521911711 817.0
209.48399391288567 821.0
209.75322807791594 800.0
210.02245468577874 806.0
210.29167373599094 808.0
210.56088522806942 815.0
210.83008916153108 815.0
211.09928553589276 816.0
211.3684743506713 822.0
211.63765560538363 818.0
211.9068292995466 811.0
212.175995432677 813.0
212.44515400429182 821.0
212.71430501390782 823.0
212.98344846104192 816.0
213.25258434521103 817.0
213.52171266593191 820.0
213.79083342272153 800.0
214.05994661509675 818.0
214.3290522425744 817.0
214.5981503046713 810.0
214.8672408009044 815.0
215.13632373079054 804.0
215.4053990938466 802.0
215.6744668895894 811.0
215.94352711753592 814.0
216.21257977720293 804.0
216.48162486810728 817.0
216.7506623897659 826.0
217.01969234169565 812.0
